ability_id,source_type,source_id,name,text,source_file
4ea0-6b70-c17c-bc00:supreme-commander:2f00-e987-7aef-ca5d,unit,4ea0-6b70-c17c-bc00,Supreme Commander,"If this unit is in your army, its Ghazghkull Thraka model must be your **^^Warlord^^**.",Orks.cat
4ea0-6b70-c17c-bc00:prophet-of-da-great-waaagh!:1f74-9a0a-cff7-fc6e,unit,4ea0-6b70-c17c-bc00,Prophet of Da Great Waaagh!,"While this unit is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Hit roll and add 1 to the Wound roll and if the Waaagh! is active for your army, a Critical Hit is scored on a successful unmodified Hit roll of 5+.",Orks.cat
4ea0-6b70-c17c-bc00:ghazghkull’s-waaagh!-banner-(aura):931a-8c1c-92fc-cba,unit,4ea0-6b70-c17c-bc00,Ghazghkull’s Waaagh! Banner (Aura),"While a friendly **^^Orks^^** unit is within 12"" of Makari, if the Waaagh! is active for your army, melee weapons equipped by models in that unit have the **[LETHAL HITS]** ability.",Orks.cat
369e-6b73-1d48-2abf:invulnerable-save-(2+*)-[makari]:4f84-fb39-6ffe-dc16,unit,369e-6b73-1d48-2abf,Invulnerable Save (2+*) [Makari],This model has a 2+ invulnerable save. You cannot re-roll invulnerable saving throws made for this model.,Orks.cat
56d6-a7fc-fa08-4345:clankin’-forward:6cf6-66e7-fc11-a281,unit,56d6-a7fc-fa08-4345,Clankin’ Forward,"Each time this model makes a Normal, Advance or Fall Back move, it can move over enemy models (excluding MONSTER and VEHICLE models) and terrain features that are 4"" or less in height as if they were not there.",Orks.cat
56d6-a7fc-fa08-4345:big-an’-stompy:3e60-2c1f-8812-9a1,unit,56d6-a7fc-fa08-4345,Big an’ Stompy,"Each time this model makes a melee attack, if the Waaagh! is active for your army, add 1 to the Hit roll.",Orks.cat
de8f-24f9-c543-92b7:runtherd:5b6f-bd3e-f02-1edd,unit,de8f-24f9-c543-92b7,Runtherd,"Each time an attack targets this unit, if it contains one or more Gretchin models, until that attack is resolved, Runtherd models in this unit have a Toughness characteristic of 2.",Orks.cat
de8f-24f9-c543-92b7:thievin’-scavengers:f1f6-dbea-fe70-ee9d,unit,de8f-24f9-c543-92b7,Thievin’ Scavengers,"At the start of your Movement phase, roll one D6 for each objective marker you control that has one or more units from your army with this ability within range of it (excluding Battle-shocked units). If one or more of those rolls is a 4+, you gain 1CP.",Orks.cat
70de-d621-8465-f7b8:on-da-hunt:f3d8-79ce-af0a-4cec,unit,70de-d621-8465-f7b8,On Da Hunt,"For each model embarked within this TRANSPORT, add 1 to the Attacks characteristic of this model’s butcha boyz weapon (to a maximum of +6).",Orks.cat
ffa6-66d3-dfa5-557e:flashiest-gitz:36de-d363-3e1b-7731,unit,ffa6-66d3-dfa5-557e,Flashiest Gitz,"While this model is leading a unit, each time a model in that unit makes a ranged attack, you can re-roll the Hit roll.",Orks.cat
ffa6-66d3-dfa5-557e:ded-glowy-ammo-(aura):137-51eb-8d89-8823,unit,ffa6-66d3-dfa5-557e,Ded Glowy Ammo (Aura),"While an enemy INFANTRY unit is within 6"" of this model, subtract 1 from the Toughness characteristic of models in that unit.",Orks.cat
8c36-c946-2e0f-f648:shooty-power-trip:2d69-8e7f-9d12-c775,unit,8c36-c946-2e0f-f648,Shooty Power Trip,"Each time this unit is selected to shoot, you can roll one D6:
- On a 1-2, this unit suffers D3 mortal wounds.
- On a 3-4, until the end of the phase, add 1 to the Strength characteristic of ranged weapons equipped by models in this unit.
- On a 5-6, until the end of the phase, add 1 to the Attacks characteristic of ranged weapons equipped by models in this unit.",Orks.cat
303-267f-e45c-6aa9:sneaky-surprise:9af1-58d9-2635-cc15,unit,303-267f-e45c-6aa9,Sneaky Surprise,Enemy units cannot use the Fire Overwatch Stratagem to shoot at this unit.,Orks.cat
303-267f-e45c-6aa9:patrol-squad:2202-5092-3d23-fc9f,unit,303-267f-e45c-6aa9,Patrol Squad,"At the start of the Declare Battle Formations step this unit can be split into two units, each containing five models.
(when splitting a unit in this way, make a note of which models form each of the two new units. If you are splitting a unit that is equipped with 1 bomb squig and/or 1 distraction grot, only one of the new units can use that ability during the battle – make a note of which of the new units this will be).",Orks.cat
b803-bafc-2b52-160d:rivetin’-dakka:3fff-8293-123a-10a2,unit,b803-bafc-2b52-160d,Rivetin’ Dakka,"In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks made with a rivet kannon. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes a ranged attack, subtract 1 from the Hit roll.",Orks.cat
3bff-9fad-2d11-7866:dat’s-our-loot!:6ddb-b84a-eb3f-f119,unit,3bff-9fad-2d11-7866,Dat’s Our Loot!,"Each time a model in this unit makes a ranged attack, re-roll a Hit roll of 1. If that attack targets a unit that is within range of an objective marker, you can re-roll the Hit roll instead.",Orks.cat
7d51-e2a3-aab6-f7de:mad-dok:44e8-17f8-5400-f2a,unit,7d51-e2a3-aab6-f7de,Mad Dok,"While this model is leading a unit, models in that unit have the Feel No Pain 5+ ability.",Orks.cat
7d51-e2a3-aab6-f7de:one-scalpel-short-of-a-medpack:2839-444f-cf5a-93cd,unit,7d51-e2a3-aab6-f7de,One Scalpel Short of a Medpack,"While this model is leading a unit, that unit is eligible to declare a charge in a turn in which it Fell Back.",Orks.cat
7067-34f4-5272-e05f:krumpin’-time:19eb-919d-254f-18e1,unit,7067-34f4-5272-e05f,Krumpin’ Time,"While the Waaagh! is active for your army, models in this unit have the Feel No Pain 5+ ability.",Orks.cat
8dd-f235-ef18-d36:drill-through:78a6-74f6-a23-6ae,unit,8dd-f235-ef18-d36,Drill Through,"Each time this model ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 2-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers 3 mortal wounds.",Orks.cat
3b2-8c11-616a-1005:know-wotz:7353-c371-3a7e-bb6,unit,3b2-8c11-616a-1005,Know-wotz,"While this model is within 3"" of one or more friendly ORKS VEHICLE units, this model has the Lone Operative ability.",Orks.cat
3b2-8c11-616a-1005:mekaniak:1e6c-5c2-76b4-bb89,unit,3b2-8c11-616a-1005,Mekaniak,"At the end of your Movement phase, you can select one friendly ORKS VEHICLE model within 3"" of this model. That VEHICLE model regains up to D3 lost wounds, and, until the start of your next Movement phase, each time that VEHICLE model makes an attack, add 1 to the Hit roll. Each model can only be selected for this ability once per turn.",Orks.cat
b37a-8686-db2c-8cbd:splat!:ff6-3afb-8c90-deed,unit,b37a-8686-db2c-8cbd,Splat!,"Each time a model in this unit makes a ranged attack that targets a unit that is at its Starting Strength (excluding MONSTERS and VEHICLES), re-roll a Hit roll of 1.",Orks.cat
9ee5-2b39-de06-dda6:clankin’-forward:248b-1e4b-5c37-b49,unit,9ee5-2b39-de06-dda6,Clankin’ Forward,"Each time this model makes a Normal, Advance or Fall Back move, it can move over enemy models (excluding MONSTER and VEHICLE models) and terrain features that are 4"" or less in height as if they were not there.",Orks.cat
9ee5-2b39-de06-dda6:big-an’-shooty:486b-a9a7-402c-ab9d,unit,9ee5-2b39-de06-dda6,Big an’ Shooty,"Each time this model makes a ranged attack, if the Waaagh! is active for your army, add 1 to the Hit roll.",Orks.cat
b42b-ea0-38f1-6300:da-bigger-dey-iz…:2c6f-ba8c-f678-9517,unit,b42b-ea0-38f1-6300,Da Bigger Dey Iz…,"Each time this model makes an attack that targets a **^^Monster^^** or **^^Vehicle^^** unit, add 1 to the Damage characteristic of that attack. Each time this model makes an attack that targets a **^^Titanic^^** unit, add 2 to the Damage characteristic of that attack instead.",Orks.cat
b42b-ea0-38f1-6300:one-last-kill:21eb-cf3f-382-aae9,unit,b42b-ea0-38f1-6300,One Last Kill,"While this model is leading a unit, each time a model in that unit is destroyed by a melee attack, if it has not fought this phase, roll on D6; on a 4+, do not remove it from play. The destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.",Orks.cat
3b35-92f5-bd1a-af8d:plant-the-waaagh!-banner:78af-6f75-6e3c-843e,unit,3b35-92f5-bd1a-af8d,Plant the Waaagh! Banner,"Once per battle, at the start of the battle round, this model can use this ability. If it does, until the start of the next battle round, this model’s unit gains the benefits of the Waaagh! ability as if you had called a Waaagh! this battle round.",Orks.cat
3b35-92f5-bd1a-af8d:da-boss-iz-watchin’:d907-8433-bbe3-9736,unit,3b35-92f5-bd1a-af8d,Da Boss Iz Watchin’,"While this model is gaining the benefits of the Waaagh! ability, it has a 4+ invulnerable save and an Objective Control characteristic of 5.",Orks.cat
b16a-7132-3f8a-abe5:da-boss’-ladz:c44-b390-e18d-9712,unit,b16a-7132-3f8a-abe5,Da Boss’ Ladz,"While a WARBOSS model is leading this unit, each time an attack targets this unit, if the Strength characteristic of that attack is greater than the Toughness characteristic of this unit, subtract 1 from the Wound roll.",Orks.cat
a74a-107a-e2ac-7e4c:dok’s-toolz:ca5b-4050-c32a-7fa,unit,a74a-107a-e2ac-7e4c,Dok’s Toolz,"While this model is leading a unit, models in that unit have the Feel No Pain 5+ ability.",Orks.cat
a74a-107a-e2ac-7e4c:sawbonez:5af7-1b55-1bcf-a1be,unit,a74a-107a-e2ac-7e4c,Sawbonez,"At the end of your Movement phase, select one friendly BEAST SNAGGA CHARACTER model within 3"" of this model. That model is healed and regains up to 3 lost wounds. Each model can only be healed once per turn",Orks.cat
7669-1442-2c0b-e0c9:dok’s-toolz:4702-4e9d-f8ee-1826,unit,7669-1442-2c0b-e0c9,Dok’s Toolz,"While this model is leading a unit, models in that unit have the Feel No Pain 5+ ability.",Orks.cat
7669-1442-2c0b-e0c9:hold-still-and-say-‘aargh!’:1012-69d1-7946-2312,unit,7669-1442-2c0b-e0c9,Hold Still and Say ‘Aargh!’,"Each time an attack made by this model with its ’urty syringe scores a Critical Wound against a unit (excluding VEHICLE units), that unit suffers D6 mortal wounds.",Orks.cat
a856-30b7-e56d-57db:buzzer-squigs:515a-c30f-e933-25f0,unit,a856-30b7-e56d-57db,Buzzer Squigs,"In your Shooting phase, after this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) hit by one or more of those attacks made with squig-launchas and roll one D6; on a 4+, until the end of your opponent's next turn, that enemy unit is hindered. While a unit is hindered, subtract 2"" from its Move characteristic and subtract 2 from Advance and Charge rolls made for it.",Orks.cat
a856-30b7-e56d-57db:squig-mine:e39a-81fc-953-c1fa,unit,a856-30b7-e56d-57db,Squig Mine,"Once per battle, at the start of any phase, select one enemy unit within 3"" of this model and roll one D6: on a 4+, that enemy unit suffers D6 mortal wounds.
Designer’s Note: Place a Squig Mine token next to the model, removing it once this ability has been used.",Orks.cat
1d12-e2ae-33bb-4558:shokk-tunnel:c1f3-4279-7d28-7ee8,unit,1d12-e2ae-33bb-4558,Shokk Tunnel,"Each time this model is selected to Advance, you can remove it from the battlefield and set it up again anywhere on the battlefield that is more than 9"" horizontally away from all enemy models instead of making an Advance move (this model is still considered to have Advanced this turn).",Orks.cat
6a83-8e1f-63ef-50c3:wild-ride:225-c66d-542c-3ea1,unit,6a83-8e1f-63ef-50c3,Wild Ride,You can ignore any or all modifiers to this unit’s Move characteristic and to Advance and Charge rolls made for this unit.,Orks.cat
6c08-9131-14a3-a3b4:damaged:-1-10-wounds-remaining:abeb-b240-7c93-549c,unit,6c08-9131-14a3-a3b4,Damaged: 1-10 Wounds Remaining,"While this model has 1-10 wounds remaining, subtract 6 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the Hit roll.",Orks.cat
6c08-9131-14a3-a3b4:waaagh!-effigy-(aura):fce0-ad1a-4c02-dbd5,unit,6c08-9131-14a3-a3b4,Waaagh! Effigy (Aura),"While a friendly ORKS unit is within 12"" of this model, each time you take a Battle-shock test for that unit, add 1 to that test.",Orks.cat
6c08-9131-14a3-a3b4:stompin’-forward:98e3-6215-2597-aa86,unit,6c08-9131-14a3-a3b4,Stompin’ Forward,"Each time this model makes a Normal, Advance or Fall Back move, it can move over models (excluding **^^Titanic^^** models) and terrain features that are 4"" or less in height as if they were not there.",Orks.cat
4adf-8249-c6b2-dd4f:full-throttle:3ddd-d93d-d7af-ddb7,unit,4adf-8249-c6b2-dd4f,Full Throttle,This unit is eligible to declare a charge in a turn in which it Advanced or Fell Back.,Orks.cat
dadc-d370-ef10-853c:tank-hunters:3cc7-9354-9886-729,unit,dadc-d370-ef10-853c,Tank Hunters,"Each time a model in this unit makes an attack that targets a MONSTER or VEHICLE unit, add 1 to the Hit roll and add 1 to the Wound roll.",Orks.cat
dadc-d370-ef10-853c:attached-unit:1ea4-3804-49fa-3c0a,unit,dadc-d370-ef10-853c,Attached Unit,"If a CHARACTER unit from your army with the Leader ability can be attached to a LOOTAS unit, it can be attached to this unit instead.",Orks.cat
1291-7ba8-2c5a-4a92:grot-riggers:5fdb-9e2f-88df-12cf,unit,1291-7ba8-2c5a-4a92,Grot Riggers,"At the start of your Command phase, this model regains 1 lost wound.",Orks.cat
83a7-ea20-ed9-d14a:drive-by-dakka:97fb-dd9a-9db6-c77f,unit,83a7-ea20-ed9-d14a,Drive-by Dakka,"Each time a model in this unit makes a ranged attack that targets a unit within 9"", improve the Armour Penetration characteristic of that attack by 1.",Orks.cat
2efc-c4b3-2ecc-5a37:might-is-right:b69d-41f0-d640-64,unit,2efc-c4b3-2ecc-5a37,Might is Right,"While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Hit roll.",Orks.cat
2efc-c4b3-2ecc-5a37:da-biggest-and-da-best:a22d-294f-6401-5dfe,unit,2efc-c4b3-2ecc-5a37,Da Biggest and da Best,"While the Waaagh! is active for your army, add 4 to the Attacks characteristic of this model’s melee weapons.",Orks.cat
494b-11ce-5af-5b50:might-is-right:2a90-5b01-924f-d72c,unit,494b-11ce-5af-5b50,Might is Right,"While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Hit roll.",Orks.cat
494b-11ce-5af-5b50:dead-brutal:b423-a011-7b47-5afa,unit,494b-11ce-5af-5b50,Dead Brutal,"While the Waaagh! is active for your army, this model's 'uge choppa has a Damage characteristic of 3.",Orks.cat
3832-ad97-2b3b-8775:blastajet-attack-run:4a2d-2388-d446-e087,unit,3832-ad97-2b3b-8775,Blastajet Attack Run,"Each time this model makes a ranged attack that targets a unit that cannot FLY, re-roll a Hit roll of 1.",Orks.cat
260d-9ce4-ea1f-a957:da-jump-(psychic):868c-1a68-5e06-694f,unit,260d-9ce4-ea1f-a957,Da Jump (Psychic),"Once per turn, at the end of your Movement phase, one WEIRDBOY from your army can use this ability. If it does, roll one D6: on a 1, that WEIRDBOY’s unit suffers D6 mortal wounds; on a 2+, remove this WEIRDBOY’s unit from the battlefield and set it up again anywhere on the battlefield that is more than 9"" horizontally away from all enemy models.",Orks.cat
260d-9ce4-ea1f-a957:waaagh!-energy:3d7-ae1b-665a-9b15,unit,260d-9ce4-ea1f-a957,Waaagh! Energy,"While this model is leading a unit, add 1 to the Strength and Damage characteristics of this model’s ’Eadbanger weapon for every 5 models in that unit (rounding down), but while that unit contains 10 or more models, that weapon has the **[HAZARDOUS]** ability.",Orks.cat
260d-9ce4-ea1f-a957:leader:b454-678a-aab4-1b51,unit,260d-9ce4-ea1f-a957,Leader,"This model can be attached to the following unit:
- **^^Boyz^^**",Orks.cat
290-ff5a-b14f-e432:roar-of-mork-(psychic):be60-8268-2c46-1fa7,unit,290-ff5a-b14f-e432,Roar of Mork (Psychic),"In your opponent’s Command phase, you can select one enemy unit within 18"" of and visible to this **^^Psyker^^** and roll one D6: on a 1, this **^^Psyker^^**’s unit suffers D3 mortal wounds; on a 2+, until the start of your opponent’s next Command phase, that enemy unit is confrazzled. While a unit is confrazzled, each time a Battle-shock or Leadership test is taken for it, subtract 2 from that test.",Orks.cat
290-ff5a-b14f-e432:unstable-oracle:d08e-383-ae7b-834,unit,290-ff5a-b14f-e432,Unstable Oracle,"While this model is leading a unit, add 2 to the Attacks characteristic of this model’s Eyez of Mork weapon for every 5 models in that unit (rounding down), but while that unit contains 10 or more models, that weapon has the [HAZARDOUS] ability.",Orks.cat
290-ff5a-b14f-e432:leader:ebb8-15a1-bb64-1449,unit,290-ff5a-b14f-e432,Leader,"This model can be attached to the following unit:
- **^^Beast Snagga Boyz^^**",Orks.cat
ce45-db08-3795-18a9:super-runts:950a-82f7-79fd-342a,unit,ce45-db08-3795-18a9,Super Runts,"While this model is leading a unit:
- Models in that unit have the Scouts 9"" ability.
- Each time a model in that unit makes an attack, add 1 to the Hit roll and add 1 to the Wound roll.
- Each time an attack targets that unit, subtract 1 from the Wound roll.",Orks.cat
ce45-db08-3795-18a9:special-dose:d247-c00f-3a26-192e,unit,ce45-db08-3795-18a9,Special Dose,"While the Waaagh! is active for your army, add 6"" to the Move characteristic of models in this model’s unit.",Orks.cat
ce45-db08-3795-18a9:leader:8c02-8-da90-38b4,unit,ce45-db08-3795-18a9,Leader,"This model can be attached to the following unit:
- **^^Gretchin^^**",Orks.cat
2ecf-280b-32e2-3189:ramshackle-cover:15d1-b2fc-dfec-d719,unit,2ecf-280b-32e2-3189,Ramshackle Cover,"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this FORTIFICATION, that model has the Benefit of Cover against that attack.",Orks.cat
2ecf-280b-32e2-3189:workshop:5bfe-a9ae-5367-d280,unit,2ecf-280b-32e2-3189,Workshop,"When this FORTIFICATION is set up, all parts of it must be set up within 1” of another part. At the end of your Movement phase, each friendly ORKS VEHICLE model within 12” of this FORTIFICATION can regain up to D3 lost wounds (roll separately for each model). Each model can only be affected by this ability once per turn.",Orks.cat
2d97-52db-2c1b-de5e:bizarrely-resilient:3f2f-8aa8-cb41-6815,unit,2d97-52db-2c1b-de5e,Bizarrely Resilient,"Each time an attack targets this model, worsen the Armour Penetration characteristic of that attack by 1.",Orks.cat
df63-56a0-92e1-6191:trample:9735-57a-e72-acff,unit,df63-56a0-92e1-6191,Trample,"Each time this model is selected to fight, you can select one enemy unit within Engagement Range of it and roll one D6, adding 2 to the result if this model made a Charge move this turn: on a 4-5, that enemy unit suffers D3 mortal wounds; on a 6+, that enemy unit suffers 3 mortal wounds.",Orks.cat
df63-56a0-92e1-6191:damaged:-1-6-wounds-remaining:a8f7-5ad9-52da-3fbc,unit,df63-56a0-92e1-6191,Damaged: 1-6 Wounds Remaining,"While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll.",Orks.cat
aeed-c6d9-4b90-376a:gargantuan:3299-bec9-9729-5206,unit,aeed-c6d9-4b90-376a,Gargantuan,"Each time this model makes a Normal, Advance or Fall Back move, it can move over models (excluding TITANIC models) and terrain features that are 4"" or less in height as if they were not there.",Orks.cat
aeed-c6d9-4b90-376a:walking-bastion:323f-f6d9-36e5-e4c1,unit,aeed-c6d9-4b90-376a,Walking Bastion,This model does not suffer the penalty to its Hit rolls for making ranged attacks while enemy units are within Engagement Range of it.,Orks.cat
aeed-c6d9-4b90-376a:damaged:-1-10-wounds-remaining:1073-965e-53c5-5faa,unit,aeed-c6d9-4b90-376a,Damaged: 1-10 Wounds Remaining,"While this model has 1-10 wounds remaining, subtract 6 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the Hit roll.",Orks.cat
b8fe-c7af-20fd-631d:wall-of-dakka:5df2-5fa-8e61-4fa3,unit,b8fe-c7af-20fd-631d,Wall of Dakka,"Each time this model makes a ranged attack that targets a unit within half range, add 1 to the Hit roll.",Orks.cat
b8fe-c7af-20fd-631d:damaged:-1-8-wounds-remaining:6fe5-a229-7392-3f0b,unit,b8fe-c7af-20fd-631d,Damaged: 1-8 Wounds Remaining,"While this model has 1-8 wounds remaining, subtract 5 from this model’s Objective Control characteristic and each time this model makes an attack, subtract 1 from the Hit roll.",Orks.cat
5c83-d9c7-5c58-8357:mega-carnage:688-8033-f928-61c8,unit,5c83-d9c7-5c58-8357,Mega Carnage,"Each time this model is selected to fight, you can select one enemy unit within Engagement Range of it and roll one D6, adding 2 to the result if this model made a Charge move this turn: on a 4-5, that enemy unit suffers D3 mortal wounds; on a 6+, that enemy unit suffers 3 mortal wounds.",Orks.cat
121b-9fda-2ccb-e38c:mekaniak:9c6a-bdfd-6134-cb23,unit,121b-9fda-2ccb-e38c,Mekaniak,"At the end of your Movement phase, you can select one friendly ORKS VEHICLE model within 3"" of this model. That VEHICLE model regains up to D3 lost wounds, and, until the start of your next Movement phase, each time that VEHICLE model makes an attack, add 1 to the Hit roll. Each model can only be selected for this ability once per turn.",Orks.cat
609a-6ef1-a3e3-3baa:spiked-ram:7281-7a2c-fc7f-9fba,unit,609a-6ef1-a3e3-3baa,Spiked Ram,"Each time this model ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 2-5, that enemy unit suffers D3 mortal wounds; on a 6, that enemy unit suffers 3 mortal wounds.",Orks.cat
6aed-92bb-49d6-12da:speedboss:1cd0-7589-b11f-2830,unit,6aed-92bb-49d6-12da,Speedboss,"While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Hit roll.",Orks.cat
6aed-92bb-49d6-12da:high-octane-fuel:5723-30ca-5b9-72b3,unit,6aed-92bb-49d6-12da,High-octane Fuel,"Each time this model’s unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of models in this model’s unit.",Orks.cat
47ad-4934-ea67-a2b0:drive-by-krumpin':3112-76c1-845c-1ba3,unit,47ad-4934-ea67-a2b0,Drive-by Krumpin',"Each time this unit Consolidates, each model in this unit can move up to 6"" instead of up to 3"".",Orks.cat
47ad-4934-ea67-a2b0:speed-freeks-mob:f62a-7ca9-979b-b682,unit,47ad-4934-ea67-a2b0,Speed Freeks Mob,"If a model from your army with the Leader ability can be attached to a WARBIKERS unit, it can be attached to this unit instead.",Orks.cat
91c2-d40a-1f09-9e81:big-booms:b63b-a285-f582-8e56,unit,91c2-d40a-1f09-9e81,Big Booms,"In your Shooting phase, just after selecting a target for this model’s supa-kannon, roll one D6 for the target unit and every other unit within 3"" of that unit: on a 5+, the unit being rolled for is struck by a concussive wave. After this model has finished making its attacks against that target unit this phase, each unit struck by a concussive wave this phase suffers D3 mortal wounds.",Orks.cat
a43d-27a9-7d83-42e4:da-revolushun!:f9a0-fb2-4a65-2c65,unit,a43d-27a9-7d83-42e4,Da Revolushun!,"While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the Hit roll.",Orks.cat
a43d-27a9-7d83-42e4:has-yoo-been-a-good-little-grot-this-year?:fc7b-712e-f69d-921f,unit,a43d-27a9-7d83-42e4,Has Yoo Been a Good Little Grot This Year?,"Once per battle, in your Shooting phase, you can target this model’s unit with the Grenade Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.",Orks.cat
4852-225b-c426-c9b5:hold-still-and-say-‘aargh!’:e047-b811-687c-5ca1,unit,4852-225b-c426-c9b5,Hold Still and Say ‘Aargh!’,"Each time an attack made by this model with its ’urty syringe scores a Critical Wound against a unit (excluding VEHICLE units), that unit suffers D6 mortal wounds.",Orks.cat
939f-63bc-4a63-4d93:pyromaniaks:2a40-ae68-4663-172f,unit,939f-63bc-4a63-4d93,Pyromaniaks,"Each time a model in this unit makes a ranged attack with a Torrent weapon that targets an enemy unit within 6"", re-roll a Wound roll of 1. If the target of that attack is also within range of an objective marker, you can re-roll the Wound roll instead.",Orks.cat
9e51-a749-18ba-2ea4:drive-by-dakka:1bd1-1e2e-2783-15b4,unit,9e51-a749-18ba-2ea4,Drive-by Dakka,"Each time a model in this unit makes a ranged attack that targets a unit within 9"", improve the Armour Penetration characteristic of that attack by 1.",Orks.cat
e969-cbc8-60a6-affb:outflank:2990-7ba9-f7d2-ca50,unit,e969-cbc8-60a6-affb,Outflank,"When this unit arrives from Strategic Reserves, it can be set up within your opponent’s deployment zone (all other restrictions still apply).",Orks.cat
7eb0-5bc7-24c-6cb4:splat!:3ea8-263-81a7-60fe,unit,7eb0-5bc7-24c-6cb4,Splat!,"Each time a model in this unit makes a ranged attack that targets a unit containing 10 or more models, re-roll a Hit roll of 1.",Orks.cat
7eb0-5bc7-24c-6cb4:big-gunz:53a5-2ff7-9371-cc94,unit,7eb0-5bc7-24c-6cb4,Big Gunz,"Designer’s Note: Place two Grot Crew tokens next to each Big Gun model when this unit is first set up, removing one each time its Big Gun model loses a wound (a Big Gun model itself is considered to represent its final wound).",Orks.cat
51a5-6c92-806e-57d6:deff-from-above:c660-2364-fab7-a803,unit,51a5-6c92-806e-57d6,Deff from Above,"Each time this unit ends a Normal move, you can select one enemy unit it moved over during that move and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.",Orks.cat
3444-a152-c9e6-31aa:da-biggest-booms:f565-2e00-6a76-8e8b,unit,3444-a152-c9e6-31aa,Da Biggest Booms,"In your Shooting phase, just after selecting a target for this model’s krusha kannon, the target unit and every other enemy INFANTRY unit within 3"" of that unit must take a Battle-shock test.",Orks.cat
8c96-c1f0-63ff-d6a9:rolling-fortress:f414-25ce-9e41-dac3,unit,8c96-c1f0-63ff-d6a9,Rolling Fortress,"Each time a ranged attack is allocated to an ORKS model from your army, if that model is not fully visible to every model in the attacking unit because of this DEFF ROLLA BATTLE FORTRESS model, that model has the Benefit of Cover against that attack.",Orks.cat
f6cb-323b-3c25-75f7:aerial-deployment:f560-f58f-6ce7-ae62,unit,f6cb-323b-3c25-75f7,Aerial Deployment,"If this model starts the game in Strategic Reserves, it can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules.",Orks.cat
dd02-c92c-fb0a-54ec:strafing-run:e6ec-28d1-9e8a-add4,unit,dd02-c92c-fb0a-54ec,Strafing Run,"Each time this model makes a ranged attack that targets a unit that cannot FLY, add 1 to the Hit roll.",Orks.cat
4229-83f0-b03b-bd44:interceptor:abf1-339a-bac5-4830,unit,4229-83f0-b03b-bd44,Interceptor,"Each time this model makes a ranged attack that targets a unit that can FLY, add 1 to the Hit roll.",Orks.cat
4229-83f0-b03b-bd44:small-bomms:ee8a-b94a-7d34-f60,unit,4229-83f0-b03b-bd44,Small Bomms,"Each time the bearer ends a Normal move, you can select one enemy unit it moved across during that move and roll three D6: for each 4+, that unit suffers 1 mortal wound.",Orks.cat
"afab-635c-23c5-cacc:da-bigger-dey-are,-da-better-dey-drop:19df-72b6-2de2-8aa0",unit,afab-635c-23c5-cacc,"Da Bigger Dey Are, da Better Dey Drop","Each time an attack made with this model’s lifta-droppa destroys an enemy model that has the Deadly Demise ability, that model’s Deadly Demise ability inflicts mortal wounds on a D6 roll of 3+ instead of on a 6.",Orks.cat
410e-7847-bcfc-1b62:furious-barrage:b223-4cb5-4d51-5d4,unit,410e-7847-bcfc-1b62,Furious Barrage,"Each time this model makes a ranged attack that targets an enemy unit that contains five or more models, you can re-roll the Hit roll.",Orks.cat
8b2-ca6b-b00c-d64c:more-dakka:db2b-7a43-7a2d-14ca,unit,8b2-ca6b-b00c-d64c,More Dakka,"While this model is leading a unit, each time a model in that unit makes a ranged attack, re-roll a Hit roll of 1.",Orks.cat
8b2-ca6b-b00c-d64c:mekaniak:6d73-ac8e-72ad-7cd3,unit,8b2-ca6b-b00c-d64c,Mekaniak,"At the end of your Movement phase, you can select one friendly ORKS VEHICLE model within 3"" of this model. That VEHICLE model regains up to D3 lost wounds, and, until the start of your next Movement phase, each time that VEHICLE model makes an attack, add 1 to the Hit roll. Each model can only be selected for this ability once per turn.",Orks.cat
3e53-68fa-a7b4-d6c6:bludgeoning-cheer:73ec-a237-8d5e-3e77,unit,3e53-68fa-a7b4-d6c6,Bludgeoning Cheer,"Each time this model ends a Normal, Advance, Fall Back or Charge move, select one enemy unit within 3"" of this model and roll six D6: for each 4+, that enemy unit suffers 1 mortal wound. That enemy unit must then take a Battle-shock test.",Orks.cat
