weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
699f-a59e-baa6-ba8b:➤-plasma-pistol---standard,699f-a59e-baa6-ba8b,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:inferno-pistol,699f-a59e-baa6-ba8b,Inferno Pistol,ranged,1,3+,8,-4,D3,"Melta 2, Pistol",,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:grav-pistol,699f-a59e-baa6-ba8b,Grav-pistol,ranged,1,3+,4,-1,2,"Anti-vehicle 2+, Pistol",,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:hand-flamer,699f-a59e-baa6-ba8b,Hand flamer,ranged,D6,N/A,3,0,1,"Ignores Cover, Pistol, Torrent",,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:combi-weapon,699f-a59e-baa6-ba8b,Combi-weapon,ranged,1,4+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:boltgun,699f-a59e-baa6-ba8b,Boltgun,ranged,2,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:bolt-pistol,699f-a59e-baa6-ba8b,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:➤-astartes-grenade-launcher---krak,699f-a59e-baa6-ba8b,➤ Astartes grenade launcher - krak,ranged,1,3+,9,-2,D3,-,,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:➤-astartes-grenade-launcher---frag,699f-a59e-baa6-ba8b,➤ Astartes grenade launcher - frag,ranged,D3,3+,4,0,1,Blast,,,,,,,,Imperium - Space Marines.cat
699f-a59e-baa6-ba8b:twin-boltgun,699f-a59e-baa6-ba8b,Twin boltgun,ranged,2,3+,4,0,1,Twin-linked,,,,,,,,Imperium - Space Marines.cat
81cb-dfdf-f1fe-9501:➤-astartes-grenade-launcher---krak,81cb-dfdf-f1fe-9501,➤ Astartes grenade launcher - krak,ranged,1,3+,9,-2,D3,-,,,,,,,,Imperium - Space Marines.cat
81cb-dfdf-f1fe-9501:➤-astartes-grenade-launcher---frag,81cb-dfdf-f1fe-9501,➤ Astartes grenade launcher - frag,ranged,D3,3+,4,0,1,Blast,,,,,,,,Imperium - Space Marines.cat
81cb-dfdf-f1fe-9501:astartes-shotgun,81cb-dfdf-f1fe-9501,Astartes Shotgun,ranged,2,3+,4,0,1,Assault,,,,,,,,Imperium - Space Marines.cat
81cb-dfdf-f1fe-9501:combat-knife,81cb-dfdf-f1fe-9501,Combat Knife,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
6c92-6680-fbe1-642f:astartes-shotgun,6c92-6680-fbe1-642f,Astartes Shotgun,ranged,2,3+,4,0,1,Assault,,,,,,,,Imperium - Space Marines.cat
6c92-6680-fbe1-642f:twin-boltgun,6c92-6680-fbe1-642f,Twin boltgun,ranged,2,3+,4,0,1,Twin-linked,,,,,,,,Imperium - Space Marines.cat
6c92-6680-fbe1-642f:combat-knife,6c92-6680-fbe1-642f,Combat Knife,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:astartes-shotgun,ee98-d09b-4f48-5ae4,Astartes Shotgun,ranged,2,3+,4,0,1,Assault,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:combat-knife,ee98-d09b-4f48-5ae4,Combat Knife,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:astartes-chainsword,ee98-d09b-4f48-5ae4,Astartes Chainsword,melee,3,3+,4,-1,1,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:thunder-hammer,ee98-d09b-4f48-5ae4,Thunder Hammer,melee,2,4+,8,-2,2,Devastating Wounds,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:power-fist,ee98-d09b-4f48-5ae4,Power fist,melee,2,3+,8,-2,2,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:power-weapon,ee98-d09b-4f48-5ae4,Power weapon,melee,3,3+,5,-2,1,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:storm-bolter,ee98-d09b-4f48-5ae4,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:➤-plasma-pistol---supercharge,ee98-d09b-4f48-5ae4,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:➤-plasma-pistol---standard,ee98-d09b-4f48-5ae4,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:inferno-pistol,ee98-d09b-4f48-5ae4,Inferno Pistol,ranged,1,3+,8,-4,D3,"Melta 2, Pistol",,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:grav-pistol,ee98-d09b-4f48-5ae4,Grav-pistol,ranged,1,3+,4,-1,2,"Anti-vehicle 2+, Pistol",,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:hand-flamer,ee98-d09b-4f48-5ae4,Hand flamer,ranged,D6,N/A,3,0,1,"Ignores Cover, Pistol, Torrent",,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:combi-weapon,ee98-d09b-4f48-5ae4,Combi-weapon,ranged,1,4+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:boltgun,ee98-d09b-4f48-5ae4,Boltgun,ranged,2,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:bolt-pistol,ee98-d09b-4f48-5ae4,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:➤-astartes-grenade-launcher---krak,ee98-d09b-4f48-5ae4,➤ Astartes grenade launcher - krak,ranged,1,3+,9,-2,D3,-,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:➤-astartes-grenade-launcher---frag,ee98-d09b-4f48-5ae4,➤ Astartes grenade launcher - frag,ranged,D3,3+,4,0,1,Blast,,,,,,,,Imperium - Space Marines.cat
ee98-d09b-4f48-5ae4:twin-boltgun,ee98-d09b-4f48-5ae4,Twin boltgun,ranged,2,3+,4,0,1,Twin-linked,,,,,,,,Imperium - Space Marines.cat
97f6-b1f8-c72d-e826:bolt-pistol,97f6-b1f8-c72d-e826,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
97f6-b1f8-c72d-e826:close-combat-weapon,97f6-b1f8-c72d-e826,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
97f6-b1f8-c72d-e826:accelerator-autocannon,97f6-b1f8-c72d-e826,Accelerator Autocannon,ranged,3,4+,8,-1,2,Heavy,,,,,,,,Imperium - Space Marines.cat
cc25-f0b7-7a2e-f53f:bolt-pistol,cc25-f0b7-7a2e-f53f,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
cc25-f0b7-7a2e-f53f:accelerator-autocannon,cc25-f0b7-7a2e-f53f,Accelerator Autocannon,ranged,3,4+,8,-1,2,Heavy,,,,,,,,Imperium - Space Marines.cat
cc25-f0b7-7a2e-f53f:close-combat-weapon,cc25-f0b7-7a2e-f53f,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
ab57-6d83-441b-4e33:bolt-pistol,ab57-6d83-441b-4e33,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
ab57-6d83-441b-4e33:close-combat-weapon,ab57-6d83-441b-4e33,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
ab57-6d83-441b-4e33:accelerator-autocannon,ab57-6d83-441b-4e33,Accelerator Autocannon,ranged,3,4+,8,-1,2,Heavy,,,,,,,,Imperium - Space Marines.cat
3e14-2a-d358-6ada:close-combat-weapon,3e14-2a-d358-6ada,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
3e14-2a-d358-6ada:➤-plasma-exterminators---standard,3e14-2a-d358-6ada,➤ Plasma Exterminators - Standard,ranged,2,3+,7,-2,2,"Assault, Pistol, Twin-linked",,,,,,,,Imperium - Space Marines.cat
3e14-2a-d358-6ada:➤-plasma-exterminators---supercharge,3e14-2a-d358-6ada,➤ Plasma Exterminators - Supercharge,ranged,2,3+,8,-3,3,"Assault, Pistol, Hazardous, Twin-linked",,,,,,,,Imperium - Space Marines.cat
3e14-2a-d358-6ada:assault-bolters,3e14-2a-d358-6ada,Assault Bolters,ranged,3,3+,5,-1,2,"Assault, Pistol, Sustained Hits 2, Twin-linked",,,,,,,,Imperium - Space Marines.cat
eeac-8461-1ea9-a4cd:close-combat-weapon,eeac-8461-1ea9-a4cd,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
eeac-8461-1ea9-a4cd:➤-plasma-exterminators---standard,eeac-8461-1ea9-a4cd,➤ Plasma Exterminators - Standard,ranged,2,3+,7,-2,2,"Assault, Pistol, Twin-linked",,,,,,,,Imperium - Space Marines.cat
eeac-8461-1ea9-a4cd:➤-plasma-exterminators---supercharge,eeac-8461-1ea9-a4cd,➤ Plasma Exterminators - Supercharge,ranged,2,3+,8,-3,3,"Assault, Pistol, Hazardous, Twin-linked",,,,,,,,Imperium - Space Marines.cat
eeac-8461-1ea9-a4cd:assault-bolters,eeac-8461-1ea9-a4cd,Assault Bolters,ranged,3,3+,5,-1,2,"Assault, Pistol, Sustained Hits 2, Twin-linked",,,,,,,,Imperium - Space Marines.cat
9db3-661f-89f7-8507:close-combat-weapon,9db3-661f-89f7-8507,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
9db3-661f-89f7-8507:➤-plasma-exterminators---standard,9db3-661f-89f7-8507,➤ Plasma Exterminators - Standard,ranged,2,3+,7,-2,2,"Assault, Pistol, Twin-linked",,,,,,,,Imperium - Space Marines.cat
9db3-661f-89f7-8507:➤-plasma-exterminators---supercharge,9db3-661f-89f7-8507,➤ Plasma Exterminators - Supercharge,ranged,2,3+,8,-3,3,"Assault, Pistol, Hazardous, Twin-linked",,,,,,,,Imperium - Space Marines.cat
9db3-661f-89f7-8507:assault-bolters,9db3-661f-89f7-8507,Assault Bolters,ranged,3,3+,5,-1,2,"Assault, Pistol, Sustained Hits 2, Twin-linked",,,,,,,,Imperium - Space Marines.cat
9cb9-9ab5-727f-80e5:close-combat-weapon,9cb9-9ab5-727f-80e5,Close combat weapon,melee,4,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
9cb9-9ab5-727f-80e5:twin-ironhail-heavy-stubber,9cb9-9ab5-727f-80e5,Twin Ironhail Heavy Stubber,ranged,3,3+,4,0,1,"Rapid Fire 3, Twin-linked",,,,,,,,Imperium - Space Marines.cat
9cb9-9ab5-727f-80e5:onslaught-gatling-cannon,9cb9-9ab5-727f-80e5,Onslaught gatling cannon,ranged,8,3+,5,0,1,Devastating Wounds,,,,,,,,Imperium - Space Marines.cat
9cb9-9ab5-727f-80e5:fragstorm-grenade-launcher,9cb9-9ab5-727f-80e5,Fragstorm grenade launcher,ranged,D6,3+,4,0,1,Blast,,,,,,,,Imperium - Space Marines.cat
993a-9cbc-8052-e40:close-combat-weapon,993a-9cbc-8052-e40,Close combat weapon,melee,4,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
993a-9cbc-8052-e40:twin-icarus-rocket-pod,993a-9cbc-8052-e40,Twin Icarus Rocket Pod,ranged,D3,3+,8,-1,2,"Anti-Fly 2+, Twin-linked",,,,,,,,Imperium - Space Marines.cat
993a-9cbc-8052-e40:thunderstrike-las-talon,993a-9cbc-8052-e40,Thunderstrike Las-talon,ranged,2,2+,9,-3,D6+1,-,,,,,,,,Imperium - Space Marines.cat
993a-9cbc-8052-e40:stormfury-missiles,993a-9cbc-8052-e40,Stormfury Missiles,ranged,1,2+,12,-3,D6+1,-,,,,,,,,Imperium - Space Marines.cat
9489-445c-f950-7292:close-combat-weapon,9489-445c-f950-7292,Close combat weapon,melee,4,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
9489-445c-f950-7292:melta-destroyer,9489-445c-f950-7292,Melta Destroyer,ranged,3,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Space Marines.cat
9489-445c-f950-7292:krakstorm-grenade-launcher,9489-445c-f950-7292,Krakstorm Grenade Launcher,ranged,1,3+,9,-1,D3,-,,,,,,,,Imperium - Space Marines.cat
9489-445c-f950-7292:hammerstrike-missile-launcher,9489-445c-f950-7292,Hammerstrike Missile Launcher,ranged,2,3+,9,-3,D6,-,,,,,,,,Imperium - Space Marines.cat
90fe-d51c-1541-5d60:➤-typhoon-missile-launcher---frag,90fe-d51c-1541-5d60,➤ Typhoon missile launcher - frag,ranged,2D6,3+,4,0,1,Blast,,,,,,,,Imperium - Space Marines.cat
90fe-d51c-1541-5d60:➤-typhoon-missile-launcher---krak,90fe-d51c-1541-5d60,➤ Typhoon missile launcher - krak,ranged,2,3+,9,-2,D6,-,,,,,,,,Imperium - Space Marines.cat
90fe-d51c-1541-5d60:close-combat-weapon,90fe-d51c-1541-5d60,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
90fe-d51c-1541-5d60:heavy-bolter,90fe-d51c-1541-5d60,Heavy Bolter,ranged,3,3+,5,-1,2,Sustained Hits 1,,,,,,,,Imperium - Space Marines.cat
90fe-d51c-1541-5d60:multi-melta,90fe-d51c-1541-5d60,Multi-melta,ranged,2,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Space Marines.cat
760c-24f2-ac1e-162b:close-combat-weapon,760c-24f2-ac1e-162b,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
760c-24f2-ac1e-162b:heavy-flamer,760c-24f2-ac1e-162b,Heavy Flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Space Marines.cat
760c-24f2-ac1e-162b:assault-cannon,760c-24f2-ac1e-162b,Assault Cannon,ranged,6,3+,6,0,1,Devastating Wounds,,,,,,,,Imperium - Space Marines.cat
760c-24f2-ac1e-162b:heavy-bolter,760c-24f2-ac1e-162b,Heavy Bolter,ranged,3,3+,5,-1,2,Sustained Hits 1,,,,,,,,Imperium - Space Marines.cat
760c-24f2-ac1e-162b:multi-melta,760c-24f2-ac1e-162b,Multi-melta,ranged,2,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Space Marines.cat
5031-c88d-5a9c-754d:close-combat-weapon,5031-c88d-5a9c-754d,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
5031-c88d-5a9c-754d:heavy-bolter,5031-c88d-5a9c-754d,Heavy Bolter,ranged,3,3+,5,-1,2,Sustained Hits 1,,,,,,,,Imperium - Space Marines.cat
5031-c88d-5a9c-754d:multi-melta,5031-c88d-5a9c-754d,Multi-melta,ranged,2,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Space Marines.cat
7102-b3a4-9bfc-1b84:bolt-pistol,7102-b3a4-9bfc-1b84,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
7102-b3a4-9bfc-1b84:close-combat-weapon,7102-b3a4-9bfc-1b84,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
7102-b3a4-9bfc-1b84:➤-plasma-incinerator---standard,7102-b3a4-9bfc-1b84,➤ Plasma Incinerator - Standard,ranged,2,3+,7,-2,1,"Assault, Heavy",,,,,,,,Imperium - Space Marines.cat
7102-b3a4-9bfc-1b84:➤-plasma-incinerator---supercharge,7102-b3a4-9bfc-1b84,➤ Plasma Incinerator - Supercharge,ranged,2,3+,8,-3,2,"Assault, Heavy, Hazardous",,,,,,,,Imperium - Space Marines.cat
7102-b3a4-9bfc-1b84:➤-plasma-pistol---supercharge,7102-b3a4-9bfc-1b84,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",,,,,,,,Imperium - Space Marines.cat
7102-b3a4-9bfc-1b84:➤-plasma-pistol---standard,7102-b3a4-9bfc-1b84,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,,,,,,,,Imperium - Space Marines.cat
615a-3536-201a-64e4:➤-plasma-incinerator---standard,615a-3536-201a-64e4,➤ Plasma Incinerator - Standard,ranged,2,3+,7,-2,1,"Assault, Heavy",,,,,,,,Imperium - Space Marines.cat
615a-3536-201a-64e4:➤-plasma-incinerator---supercharge,615a-3536-201a-64e4,➤ Plasma Incinerator - Supercharge,ranged,2,3+,8,-3,2,"Assault, Heavy, Hazardous",,,,,,,,Imperium - Space Marines.cat
615a-3536-201a-64e4:close-combat-weapon,615a-3536-201a-64e4,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
615a-3536-201a-64e4:➤-plasma-pistol---supercharge,615a-3536-201a-64e4,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",,,,,,,,Imperium - Space Marines.cat
615a-3536-201a-64e4:➤-plasma-pistol---standard,615a-3536-201a-64e4,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,,,,,,,,Imperium - Space Marines.cat
615a-3536-201a-64e4:bolt-pistol,615a-3536-201a-64e4,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
1e78-8fcd-1fa7-ec47:bolt-pistol,1e78-8fcd-1fa7-ec47,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
1e78-8fcd-1fa7-ec47:close-combat-weapon,1e78-8fcd-1fa7-ec47,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
1e78-8fcd-1fa7-ec47:➤-plasma-incinerator---standard,1e78-8fcd-1fa7-ec47,➤ Plasma Incinerator - Standard,ranged,2,3+,7,-2,1,"Assault, Heavy",,,,,,,,Imperium - Space Marines.cat
1e78-8fcd-1fa7-ec47:➤-plasma-incinerator---supercharge,1e78-8fcd-1fa7-ec47,➤ Plasma Incinerator - Supercharge,ranged,2,3+,8,-3,2,"Assault, Heavy, Hazardous",,,,,,,,Imperium - Space Marines.cat
d6c3-e9d2-430d-6c2f:close-combat-weapon,d6c3-e9d2-430d-6c2f,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
d6c3-e9d2-430d-6c2f:bolt-pistol,d6c3-e9d2-430d-6c2f,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
d6c3-e9d2-430d-6c2f:las-fusil,d6c3-e9d2-430d-6c2f,Las fusil,ranged,1,3+,9,-3,D6,Heavy,,,,,,,,Imperium - Space Marines.cat
d6c3-e9d2-430d-6c2f:bolt-sniper-rifle,d6c3-e9d2-430d-6c2f,Bolt Sniper Rifle,ranged,1,3+,5,-2,3,"Heavy, Precision",,,,,,,,Imperium - Space Marines.cat
d6c3-e9d2-430d-6c2f:instigator-bolt-carbine,d6c3-e9d2-430d-6c2f,Instigator Bolt Carbine,ranged,1,3+,4,-2,2,Precision,,,,,,,,Imperium - Space Marines.cat
e144-68f2-8065-4849:bolt-pistol,e144-68f2-8065-4849,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
e144-68f2-8065-4849:close-combat-weapon,e144-68f2-8065-4849,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
e144-68f2-8065-4849:las-fusil,e144-68f2-8065-4849,Las fusil,ranged,1,3+,9,-3,D6,Heavy,,,,,,,,Imperium - Space Marines.cat
e144-68f2-8065-4849:bolt-sniper-rifle,e144-68f2-8065-4849,Bolt Sniper Rifle,ranged,1,3+,5,-2,3,"Heavy, Precision",,,,,,,,Imperium - Space Marines.cat
e144-68f2-8065-4849:instigator-bolt-carbine,e144-68f2-8065-4849,Instigator Bolt Carbine,ranged,1,3+,4,-2,2,Precision,,,,,,,,Imperium - Space Marines.cat
c676-8d48-63d5-d5e7:close-combat-weapon,c676-8d48-63d5-d5e7,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
c676-8d48-63d5-d5e7:bolt-pistol,c676-8d48-63d5-d5e7,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
c676-8d48-63d5-d5e7:las-fusil,c676-8d48-63d5-d5e7,Las fusil,ranged,1,3+,9,-3,D6,Heavy,,,,,,,,Imperium - Space Marines.cat
c676-8d48-63d5-d5e7:bolt-sniper-rifle,c676-8d48-63d5-d5e7,Bolt Sniper Rifle,ranged,1,3+,5,-2,3,"Heavy, Precision",,,,,,,,Imperium - Space Marines.cat
c570-c6ba-c9dc-5a44:bolt-pistol,c570-c6ba-c9dc-5a44,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
c570-c6ba-c9dc-5a44:close-combat-weapon,c570-c6ba-c9dc-5a44,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
c570-c6ba-c9dc-5a44:multi-melta,c570-c6ba-c9dc-5a44,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Space Marines.cat
c570-c6ba-c9dc-5a44:melta-rifle,c570-c6ba-c9dc-5a44,Melta rifle,ranged,1,3+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Space Marines.cat
71fb-48d9-b0da-332c:melta-rifle,71fb-48d9-b0da-332c,Melta rifle,ranged,1,3+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Space Marines.cat
71fb-48d9-b0da-332c:close-combat-weapon,71fb-48d9-b0da-332c,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
71fb-48d9-b0da-332c:bolt-pistol,71fb-48d9-b0da-332c,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
ab61-e814-8c4d-1cb:melta-rifle,ab61-e814-8c4d-1cb,Melta rifle,ranged,1,3+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Space Marines.cat
ab61-e814-8c4d-1cb:close-combat-weapon,ab61-e814-8c4d-1cb,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
ab61-e814-8c4d-1cb:bolt-pistol,ab61-e814-8c4d-1cb,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
eba8-6f8c-759-4e22:bolt-pistol,eba8-6f8c-759-4e22,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
eba8-6f8c-759-4e22:close-combat-weapon,eba8-6f8c-759-4e22,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
eba8-6f8c-759-4e22:multi-melta,eba8-6f8c-759-4e22,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:close-combat-weapon,3f4c-1e67-66dc-ffa5,Close combat weapon,melee,2,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:combi-weapon,3f4c-1e67-66dc-ffa5,Combi-weapon,ranged,1,4+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:boltgun,3f4c-1e67-66dc-ffa5,Boltgun,ranged,2,3+,4,0,1,-,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:power-weapon,3f4c-1e67-66dc-ffa5,Power weapon,melee,3,3+,5,-2,1,-,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:thunder-hammer,3f4c-1e67-66dc-ffa5,Thunder Hammer,melee,2,4+,8,-2,2,Devastating Wounds,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:power-fist,3f4c-1e67-66dc-ffa5,Power fist,melee,2,3+,8,-2,2,-,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:storm-bolter,3f4c-1e67-66dc-ffa5,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:astartes-chainsword,3f4c-1e67-66dc-ffa5,Astartes Chainsword,melee,4,3+,4,-1,1,-,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:➤-plasma-pistol---supercharge,3f4c-1e67-66dc-ffa5,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:➤-plasma-pistol---standard,3f4c-1e67-66dc-ffa5,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:grav-pistol,3f4c-1e67-66dc-ffa5,Grav-pistol,ranged,1,3+,4,-1,2,"Anti-vehicle 2+, Pistol",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:bolt-pistol,3f4c-1e67-66dc-ffa5,Bolt pistol,ranged,1,3+,4,0,1,Pistol,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:➤-missile-launcher---frag,3f4c-1e67-66dc-ffa5,➤ Missile Launcher - Frag,ranged,D6,4+,4,0,1,"Blast, Heavy",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:➤-missile-launcher---krak,3f4c-1e67-66dc-ffa5,➤ Missile Launcher - Krak,ranged,1,4+,9,-2,D6,Heavy,,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:➤-plasma-cannon---standard,3f4c-1e67-66dc-ffa5,➤ Plasma cannon - standard,ranged,D3,4+,7,-2,1,"Blast, Heavy",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:➤-plasma-cannon---supercharge,3f4c-1e67-66dc-ffa5,➤ Plasma cannon - supercharge,ranged,D3,4+,8,-3,2,"Blast, Heavy, Hazardous",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:multi-melta,3f4c-1e67-66dc-ffa5,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:grav-cannon,3f4c-1e67-66dc-ffa5,Grav-cannon,ranged,3,4+,6,-1,3,"Anti-vehicle 2+, Heavy",,,,,,,,Imperium - Space Marines.cat
3f4c-1e67-66dc-ffa5:lascannon,3f4c-1e67-66dc-ffa5,Lascannon,ranged,1,4+,12,-3,D6+1,Heavy,,,,,,,,Imperium - Space Marines.cat
