faction,unit_name,selection_type,unit_id,source_file,points,models_min,models_max,total_weapons,ranged_weapons,melee_weapons,coverage
Xenos - T'au Empire,Commander in Enforcer Battlesuit,model,99fa-35-ba6e-5354,T'au Empire.cat,15,1,1,10,9,1,both
Xenos - T'au Empire,Commander Shadowsun,model,4d0d-af9d-53c2-bc31,T'au Empire.cat,100,1,1,5,4,1,both
Xenos - T'au Empire,Crisis Battlesuits [Legends],unit,de16-2476-9749-b603,T'au Empire.cat,200,2,5,10,9,1,both
Xenos - T'au Empire,Crisis Fireknife Battlesuits,unit,9373-d0b3-94c9-e47,T'au Empire.cat,120,2,2,4,3,1,both
Xenos - T'au Empire,Crisis Fireknife Shas’ui,model,db78-ea1-7fc2-2fac,T'au Empire.cat,,1,1,4,3,1,both
Xenos - T'au Empire,Crisis Fireknife Shas’vre,model,5305-e471-6851-5424,T'au Empire.cat,,1,1,4,3,1,both
Xenos - T'au Empire,Crisis Shas’ui,model,ed43-d594-193f-8b56,T'au Empire.cat,,1,1,10,9,1,both
Xenos - T'au Empire,Crisis Shas’vre,model,724f-237b-2ead-756e,T'au Empire.cat,,1,1,10,9,1,both
Xenos - T'au Empire,Crisis Starscythe Battlesuits,unit,fb32-c683-b38f-d339,T'au Empire.cat,110,2,2,5,4,1,both
Xenos - T'au Empire,Crisis Starscythe Shas’ui,model,18ef-28de-78cd-e9e1,T'au Empire.cat,,1,1,5,4,1,both
Xenos - T'au Empire,Crisis Starscythe Shas’vre,model,183a-1860-f466-74c7,T'au Empire.cat,,1,1,5,4,1,both
Xenos - T'au Empire,Crisis Sunforge Battlesuits,unit,e88f-bc7a-c3f5-8e47,T'au Empire.cat,140,2,2,4,3,1,both
Xenos - T'au Empire,Crisis Sunforge Shas’ui,model,1370-a13b-2ed7-f383,T'au Empire.cat,,1,1,4,3,1,both
Xenos - T'au Empire,Crisis Sunforge Shas’vre,model,c366-4de0-f97-bbe,T'au Empire.cat,,1,1,4,3,1,both
Xenos - T'au Empire,Darkstrider,model,a0f5-5934-1570-5a21,T'au Empire.cat,60,1,1,2,1,1,both
Xenos - T'au Empire,Devilfish,model,14f3-9aa6-21af-7fe3,T'au Empire.cat,85,1,1,5,4,1,both
Xenos - T'au Empire,Ethereal,model,5e66-6f0-a181-cc4d,T'au Empire.cat,15,1,1,3,2,1,both
Xenos - T'au Empire,Fire Warrior Shas'ui,model,bf14-d428-e240-e593,T'au Empire.cat,,1,1,6,5,1,both
Xenos - T'au Empire,Fire Warrior w/ pulse carbine,model,cc51-5731-3dce-1d45,T'au Empire.cat,,1,1,3,2,1,both
Xenos - T'au Empire,Fire Warrior w/ pulse rifle,model,1c19-f20d-8e7b-db5d,T'au Empire.cat,,1,1,3,2,1,both
Xenos - T'au Empire,Firesight Team,model,5fe4-86de-b88c-a47b,T'au Empire.cat,15,1,1,3,2,1,both
Xenos - T'au Empire,Ghostkeel Battlesuit,model,5268-6e9-8f5c-c810,T'au Empire.cat,160,1,1,7,6,1,both
Xenos - T'au Empire,Great Knarloc [Legends],model,a5d9-e739-52b8-731f,T'au Empire.cat,100,1,1,5,3,2,both
Xenos - T'au Empire,Hammerhead Gunship,model,ca9-49ab-17c1-8556,T'au Empire.cat,145,1,1,8,7,1,both
Xenos - T'au Empire,Heavy Gun Drone w/ Burst cannon and markerlight,model,f9ab-8176-da08-de83,T'au Empire.cat,,1,1,2,1,1,both
Xenos - T'au Empire,Heavy Gun Drone w/ Twin burst cannon,model,a618-c044-84ce-645a,T'au Empire.cat,,1,1,2,1,1,both
Xenos - T'au Empire,Heavy Gun Drones [Legends],unit,f260-c746-b662-cc6c,T'au Empire.cat,45,2,2,3,2,1,both
Xenos - T'au Empire,Kinband Champion [Crucible],model,86c3-1150-ef4d-d870,T'au Empire.cat,10,1,1,35,27,8,both
Xenos - T'au Empire,Knarloc Riders [Legends],unit,f4b8-7132-6738-547c,T'au Empire.cat,110,3,3,3,1,2,both
Xenos - T'au Empire,Kroot Carnivores,unit,d631-3ca5-e206-4e6a,T'au Empire.cat,65,9,19,5,4,1,both
Xenos - T'au Empire,Kroot Farstalkers,unit,72f2-7d0b-80f9-43b7,T'au Empire.cat,85,12,12,8,5,3,both
Xenos - T'au Empire,Kroot Flesh Shaper,model,bb34-e371-33ee-397,T'au Empire.cat,15,1,1,2,1,1,both
Xenos - T'au Empire,Kroot Lone-spear,model,4e8a-c3f4-e497-4901,T'au Empire.cat,15,1,1,5,2,3,both
Xenos - T'au Empire,Kroot Trail Shaper,model,2ebe-a524-656d-7f0e,T'au Empire.cat,15,1,1,2,1,1,both
Xenos - T'au Empire,Kroot War Shaper,model,e9bc-7a6e-322c-87fd,T'au Empire.cat,15,1,1,4,2,2,both
Xenos - T'au Empire,Krootox Rampagers,unit,7f73-6728-df6f-1446,T'au Empire.cat,85,3,6,3,1,2,both
Xenos - T'au Empire,Krootox Riders,unit,c523-a2e2-a398-ea00,T'au Empire.cat,40,1,3,4,2,2,both
Xenos - T'au Empire,Longstrike [Legends],model,5bf-16e5-d77b-ea7d,T'au Empire.cat,140,1,1,8,7,1,both
Xenos - T'au Empire,Manta,model,8e75-7545-e43b-7c67,T'au Empire.cat,2100,1,1,7,6,1,both
Xenos - T'au Empire,Orca Dropship [Legends],model,49c0-f84c-18c4-6377,T'au Empire.cat,275,1,1,3,2,1,both
Xenos - T'au Empire,Pathfinder Shas'ui,model,2af6-b5a5-4a1e-e2be,T'au Empire.cat,,1,1,8,7,1,both
Xenos - T'au Empire,Pathfinder Team,unit,2598-d700-9952-e439,T'au Empire.cat,90,9,9,11,10,1,both
Xenos - T'au Empire,Pathfinders w/ ion rifle,model,bad1-a6d1-a65e-943b,T'au Empire.cat,,1,1,4,3,1,both
Xenos - T'au Empire,Pathfinders w/ pulse carbine,model,ad87-9bfe-ad76-481e,T'au Empire.cat,,1,1,3,2,1,both
Xenos - T'au Empire,Pathfinders w/ pulse carbine and grenade launcher,model,f1ca-59d2-49db-849f,T'au Empire.cat,,1,1,5,4,1,both
Xenos - T'au Empire,Pathfinders w/ rail rifle,model,68d2-39b6-1033-f3a,T'au Empire.cat,,1,1,3,2,1,both
Xenos - T'au Empire,Piranha,unit,ad2-6549-8a19-d745,T'au Empire.cat,60,1,3,5,4,1,both
Xenos - T'au Empire,Piranhas,model,fe61-6f7e-e7e8-f6ce,T'au Empire.cat,60,1,1,5,4,1,both
Xenos - T'au Empire,R'varna Battlesuit [Legends],model,b146-daf1-9b8b-6de9,T'au Empire.cat,200,1,1,3,2,1,both
Xenos - T'au Empire,Razorshark Strike Fighter,model,cac0-2569-67c8-f492,T'au Empire.cat,170,1,1,6,5,1,both
Xenos - T'au Empire,Remora Stealth Drone,model,2ee7-2f37-9b75-6927,T'au Empire.cat,,1,1,3,2,1,both
Xenos - T'au Empire,Remora Stealth Drones [Legends],unit,f499-f326-8e40-9c8b,T'au Empire.cat,160,2,2,3,2,1,both
Xenos - T'au Empire,Ri'Locai,model,7f87-6017-4ee6-5aec,T'au Empire.cat,,1,1,6,5,1,both
Xenos - T'au Empire,Riptide Battlesuit,model,5d8f-5530-263d-651b,T'au Empire.cat,200,1,1,8,7,1,both
Xenos - T'au Empire,Shas'nel [Crucible],model,2e61-8399-60bf-1c85,T'au Empire.cat,10,1,1,35,27,8,both
Xenos - T'au Empire,Shas'o R'alai [Legends],model,96d6-a7f6-cbf-a4c0,T'au Empire.cat,80,1,1,3,2,1,both
Xenos - T'au Empire,Sky Ray Gunship,model,bfe0-2e9f-6f57-b48f,T'au Empire.cat,150,1,1,5,4,1,both
Xenos - T'au Empire,Stealth Battlesuits,unit,5d3a-803e-7cbc-b2f1,T'au Empire.cat,100,4,4,6,5,1,both
Xenos - T'au Empire,Stealth Shas'ui w/ burst cannon,model,40a5-647f-cdd8-9cf6,T'au Empire.cat,,1,1,2,1,1,both
Xenos - T'au Empire,Stealth Shas'ui w/ fusion blaster,model,5429-90b5-398b-9e2d,T'au Empire.cat,,1,1,2,1,1,both
Xenos - T'au Empire,Stealth Shas'vre,model,3673-4644-8d64-3604,T'au Empire.cat,,1,1,6,5,1,both
Xenos - T'au Empire,Stormsurge,model,439b-e08-4466-e162,T'au Empire.cat,360,1,1,10,9,1,both
Xenos - T'au Empire,Strike Team,unit,acdd-2901-1a75-99f4,T'au Empire.cat,70,9,9,7,6,1,both
Xenos - T'au Empire,Sun Shark Bomber,model,8d6a-3409-52db-a8c,T'au Empire.cat,160,1,1,6,5,1,both
Xenos - T'au Empire,Ta'unar Supremacy Armour,model,16d6-79b5-817d-f084,T'au Empire.cat,790,1,1,10,9,1,both
Xenos - T'au Empire,Tactical Drones [Legends],unit,f98a-5aa8-9305-2ed,T'au Empire.cat,70,4,12,2,1,1,both
Xenos - T'au Empire,Tetra,model,97e3-bc92-871a-54e,T'au Empire.cat,,1,1,2,1,1,both
Xenos - T'au Empire,Tetras [Legends],unit,388f-478b-18f5-aee7,T'au Empire.cat,80,2,4,2,1,1,both
Xenos - T'au Empire,The Twin Lance,unit,6623-c2cb-6705-580b,T'au Empire.cat,185,2,2,7,6,1,both
Xenos - T'au Empire,Tiger Shark,model,1c73-43dc-bef0-a468,T'au Empire.cat,325,1,1,11,10,1,both
Xenos - T'au Empire,TX42 Piranha [Legends],model,934d-30ac-34a3-f113,T'au Empire.cat,60,1,1,5,4,1,both
Xenos - T'au Empire,Vespid Stingwings,unit,b91-ba27-3842-76c,T'au Empire.cat,65,4,9,5,4,1,both
Xenos - T'au Empire,XV9 Hazard Battlesuit,model,9a6b-c7be-b8fd-28,T'au Empire.cat,55,1,1,6,5,1,both
Xenos - T'au Empire,XV9 Hazard Battlesuits [Legends],unit,9b21-52b7-6d8b-3e51,T'au Empire.cat,55,1,2,6,5,1,both
Xenos - T'au Empire,Y'vahra Battlesuit [Legends],model,8013-c4e0-166e-a961,T'au Empire.cat,210,1,1,6,5,1,both
Xenos - Tyranids,Barbed Hierodule [Legends],model,afd0-a0ca-68c3-d912,Tyranids.cat,340,1,1,2,1,1,both
Xenos - Tyranids,Barbgaunt,model,f7c9-d70f-96b5-b5e9,Tyranids.cat,,1,1,2,1,1,both
Xenos - Tyranids,Barbgaunts,unit,6de-ccee-11b4-be3e,Tyranids.cat,55,5,10,2,1,1,both
Xenos - Tyranids,Biovore,model,dd57-9c1f-d425-6711,Tyranids.cat,50,1,1,2,1,1,both
Xenos - Tyranids,Biovores,unit,3f2c-85ec-d83c-4a2f,Tyranids.cat,50,1,3,2,1,1,both
Xenos - Tyranids,Carnifex,model,92a2-7511-1173-a696,Tyranids.cat,90,1,1,10,6,4,both
Xenos - Tyranids,Carnifexes,unit,9efd-5564-f0f5-21ea,Tyranids.cat,90,1,2,10,6,4,both
Xenos - Tyranids,Exocrine,model,bbfd-5b01-5bd3-a28b,Tyranids.cat,140,1,1,2,1,1,both
Xenos - Tyranids,Harpy,model,c679-b06a-750b-e7f7,Tyranids.cat,0,1,1,4,3,1,both
Xenos - Tyranids,Harridan,model,9b5c-3b5a-1f80-9a74,Tyranids.cat,610,1,1,2,1,1,both
Xenos - Tyranids,Haruspex,model,6249-358f-27d7-ef60,Tyranids.cat,125,1,1,3,1,2,both
Xenos - Tyranids,Hierophant,model,fbc0-3a2b-1d7d-23d9,Tyranids.cat,810,1,1,4,2,2,both
Xenos - Tyranids,Hive Crone,model,93aa-dd13-de9d-402b,Tyranids.cat,0,1,1,5,3,2,both
Xenos - Tyranids,Hive Guard,unit,ac7a-2560-c083-45b8,Tyranids.cat,90,3,6,3,2,1,both
Xenos - Tyranids,Hive Guard w/ impaler cannon,model,82a7-bcb5-bc33-2c1a,Tyranids.cat,,1,1,2,1,1,both
Xenos - Tyranids,Hive Guard w/ shockcannon,model,a5c7-5590-b4b6-88ea,Tyranids.cat,,1,1,2,1,1,both
Xenos - Tyranids,Hive Tyrant,model,3e96-8098-3401-77af,Tyranids.cat,25,1,1,4,2,2,both
Xenos - Tyranids,Maleceptor,model,2c2d-a2f9-61a8-a6c6,Tyranids.cat,170,1,1,3,1,2,both
Xenos - Tyranids,Neurothrope,model,f187-5924-8ec5-1c33,Tyranids.cat,,1,1,3,2,1,both
Xenos - Tyranids,Neurotyrant,model,1ae1-ed96-5100-eda5,Tyranids.cat,0,1,1,2,1,1,both
Xenos - Tyranids,Norn Emissary,model,5720-2873-8c2c-edc3,Tyranids.cat,260,1,1,5,3,2,both
Xenos - Tyranids,Psychophage,model,b6ac-f091-a018-dab2,Tyranids.cat,110,1,1,2,1,1,both
Xenos - Tyranids,Pyrovore,model,c543-2551-1f2a-bcec,Tyranids.cat,,1,1,2,1,1,both
Xenos - Tyranids,Pyrovores,unit,d2c6-bd0b-3205-3319,Tyranids.cat,40,1,3,2,1,1,both
Xenos - Tyranids,Screamer-killer,model,8e53-d4a-a69f-e71d,Tyranids.cat,125,1,1,2,1,1,both
Xenos - Tyranids,Scythed Hierodule [Legends],model,218c-639e-22e0-59ce,Tyranids.cat,330,1,1,2,1,1,both
Xenos - Tyranids,Sky-slasher Swarms [Legends],unit,f46f-9d2b-1f97-aaf6,Tyranids.cat,60,3,3,2,1,1,both
Xenos - Tyranids,Sporocyst,model,2cdd-3bf1-55e0-7641,Tyranids.cat,145,1,1,2,1,1,both
Xenos - Tyranids,Tervigon,model,cd6d-87b3-125a-f372,Tyranids.cat,0,1,1,4,1,3,both
Xenos - Tyranids,The Swarmlord,model,13f7-1a3-eff-7393,Tyranids.cat,0,1,1,2,1,1,both
Xenos - Tyranids,Tyranid Prime,model,8835-f9f5-81a6-ac7,Tyranids.cat,25,1,1,6,5,1,both
Xenos - Tyranids,Tyranid Warrior,model,77c-c54c-a81d-865,Tyranids.cat,0,1,1,6,5,1,both
Xenos - Tyranids,Tyranid Warriors with Ranged Bio-Weapons,unit,a125-b6fb-2945-56a,Tyranids.cat,65,3,6,6,5,1,both
Xenos - Tyranids,Tyrannofex,model,1705-379b-330d-36d4,Tyranids.cat,0,1,1,5,4,1,both
Xenos - Tyranids,Zoanthrope,model,7060-1133-6c23-c028,Tyranids.cat,,1,1,3,2,1,both
Xenos - Tyranids,Zoanthropes,unit,b622-a22-a04f-6303,Tyranids.cat,100,3,6,3,2,1,both
Aeldari - Aeldari Library,Bonesinger [Legends],model,2384-4154-b67a-3827,Aeldari - Aeldari Library.cat,15,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Clawed Fiend,model,9f40-a308-4e7d-ce9b,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Drazhar,model,a30b-b966-d264-e935,Aeldari - Aeldari Library.cat,0,1,1,2,0,2,melee_only
Aeldari - Aeldari Library,Grotesque w/ paired monstrous weapons,model,a140-a986-5aae-6a78,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Incubi,unit,1529-793d-481b-82bf,Aeldari - Aeldari Library.cat,90,4,9,3,0,3,melee_only
Aeldari - Aeldari Library,Incubi,model,3b51-90d8-a022-d426,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Incubi,model,a783-f14f-4278-c2a3,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Khymerae,model,d85b-8cc6-e7f9-b6aa,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Klaivex,model,b73a-a76f-3233-d588,Aeldari - Aeldari Library.cat,,1,1,3,0,3,melee_only
Aeldari - Aeldari Library,Klaivex,model,eb7f-da51-30e-2742,Aeldari - Aeldari Library.cat,,1,1,3,0,3,melee_only
Aeldari - Aeldari Library,Lady Malys,model,a223-234b-7886-fccc,Aeldari - Aeldari Library.cat,0,1,1,2,0,2,melee_only
Aeldari - Aeldari Library,Lelith Hesperax,model,ae1b-1a96-5b4c-cecc,Aeldari - Aeldari Library.cat,0,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Razorwing Flock,model,a222-ba0a-1420-cdd,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Serpent's Scale Platform,model,efed-ef67-bd12-2330,Aeldari - Aeldari Library.cat,,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Solitaire,model,f88f-60c5-3daf-3d2f,Aeldari - Aeldari Library.cat,115,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,Succubus,model,b5a9-c802-10f0-6768,Aeldari - Aeldari Library.cat,15,1,1,1,0,1,melee_only
Aeldari - Aeldari Library,The Visarch,model,dd79-c2fe-59d6-d2,Aeldari - Aeldari Library.cat,0,1,1,3,0,3,melee_only
Aeldari - Aeldari Library,Wraithblade,model,c696-ef67-b02b-eb47,Aeldari - Aeldari Library.cat,,1,1,2,0,2,melee_only
Aeldari - Aeldari Library,Wraithblades,unit,bb4f-4359-cc16-e6d5,Aeldari - Aeldari Library.cat,150,5,5,2,0,2,melee_only
Aeldari - Aeldari Library,Ynnari Incubi,unit,5bf7-f905-8fab-43b4,Aeldari - Aeldari Library.cat,85,4,9,3,0,3,melee_only
Chaos - Chaos Space Marines,Accursed Cultists,unit,23aa-b45a-6d5d-e92b,Chaos - Chaos Space Marines.cat,90,8,16,2,0,2,melee_only
Chaos - Chaos Space Marines,Aspiring Champion,model,fecc-eb85-46b6-8f31,Chaos - Chaos Space Marines.cat,0,1,1,2,0,2,melee_only
Chaos - Chaos Space Marines,Berzerker w/ chainblade and plasma pistol,model,a211-0cb7-7d18-6edd,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Berzerker w/ eviscerator and bolt pistol,model,7c08-2c1c-2086-a2ff,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Berzerker w/ eviscerator and plasma pistol,model,da93-5739-dcb8-af05,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Biker Champion,model,949e-a880-28b3-bc9b,Chaos - Chaos Space Marines.cat,0,1,1,2,0,2,melee_only
Chaos - Chaos Space Marines,Blessed Blades,model,8784-111b-8ef7-b383,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Chaos Mauler Hound,model,3ee8-be8a-637d-5362,Chaos - Chaos Space Marines.cat,,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Chaos Spawn,unit,7263-70e5-b424-61eb,Chaos - Chaos Space Marines.cat,70,2,2,1,0,1,melee_only
Chaos - Chaos Space Marines,Dark Apostle,model,43e-3bc2-f47f-f614,Chaos - Chaos Space Marines.cat,15,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Dark Apostle,unit,d2b8-454a-d061-b592,Chaos - Chaos Space Marines.cat,65,3,3,2,0,2,melee_only
Chaos - Chaos Space Marines,Dark Disciple,model,f88c-344d-d603-5622,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Gellerpox Mutant,model,26f7-e101-e254-1c5f,Chaos - Chaos Space Marines.cat,,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Khorne Berzerker,model,9cdb-1ad-6a3d-ffa,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Khorne Berzerker Champion,model,515f-5df0-4b83-e984,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Khorne Berzerkers,unit,3832-4208-11e9-ca22,Chaos - Chaos Space Marines.cat,180,10,20,2,0,2,melee_only
Chaos - Chaos Space Marines,Master of Executions,model,da34-7071-8658-a453,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Mutant,model,3c09-b330-cd81-f3ee,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Mutilator,model,1d68-1463-7d23-cc0,Chaos - Chaos Space Marines.cat,,1,1,3,0,3,melee_only
Chaos - Chaos Space Marines,Mutilators,unit,7299-5b5-2b56-ef50,Chaos - Chaos Space Marines.cat,200,3,3,3,0,3,melee_only
Chaos - Chaos Space Marines,Mutoid Vermin [Legends],unit,afed-8173-a1e0-cbae,Chaos - Chaos Space Marines.cat,85,16,16,1,0,1,melee_only
Chaos - Chaos Space Marines,Negavolt Cultists [Legends],unit,9238-473a-54ee-6b0e,Chaos - Chaos Space Marines.cat,55,4,4,1,0,1,melee_only
Chaos - Chaos Space Marines,Nightmare Hulk,model,7e22-590b-fdd7-8475,Chaos - Chaos Space Marines.cat,,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Ogryn Pack Master,model,2561-bc05-f913-c608,Chaos - Chaos Space Marines.cat,,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Paired accursed weapons,model,2b20-3666-aa6a-4659,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Possessed,unit,cb1-5bcf-9e36-8136,Chaos - Chaos Space Marines.cat,120,5,10,1,0,1,melee_only
Chaos - Chaos Space Marines,Power fist and combi-bolter,model,c8ef-5f11-beec-4598,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Raptor Champion,model,18e1-abb5-5a31-1ccb,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Red Corsairs Raider,model,5f90-d7a1-b5b4-68c5,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Red Corsairs Raider w/ power fist,model,cacb-e9fa-e320-a626,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Renegade Ogryn Beast Handler [Legends],unit,658e-a63f-bac7-6201,Chaos - Chaos Space Marines.cat,40,4,7,2,0,2,melee_only
Chaos - Chaos Space Marines,Renegade Ogryn Brutes [Legends],unit,24c4-fa24-67ff-eef,Chaos - Chaos Space Marines.cat,95,3,3,2,0,2,melee_only
Chaos - Chaos Space Marines,Renegade Plague Ogryns [Legends],unit,a7bb-ec24-40e6-5b8c,Chaos - Chaos Space Marines.cat,95,3,3,1,0,1,melee_only
Chaos - Chaos Space Marines,Surgeon Acolyte,model,d523-2913-1201-3284,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Torment,model,2b92-cda8-b369-2b37,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Traitor Enforcer,model,8a02-ece-4789-716d,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Traitor Enforcer,unit,f69d-2171-5f95-9c88,Chaos - Chaos Space Marines.cat,55,2,2,2,0,2,melee_only
Chaos - Chaos Space Marines,Traitor Ogryn,model,d5e9-16b-5510-78fc,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Warp Talon,model,8dbf-6289-75ca-98e6,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Warp Talon Champion,model,b625-42e1-d356-acd4,Chaos - Chaos Space Marines.cat,0,1,1,1,0,1,melee_only
Chaos - Chaos Space Marines,Warp Talons,unit,9f33-ff4a-d948-4636,Chaos - Chaos Space Marines.cat,125,6,11,1,0,1,melee_only
Chaos - Daemons Library,Beasts of Nurgle,unit,2de0-5897-f724-a592,Chaos - Chaos Daemons Library.cat,0,1,2,1,0,1,melee_only
Chaos - Daemons Library,Bloodcrushers,unit,2f31-9132-b703-5fd8,Chaos - Chaos Daemons Library.cat,110,3,6,2,0,2,melee_only
Chaos - Daemons Library,Bloodletters,unit,4ecc-6aa5-da28-2c57,Chaos - Chaos Daemons Library.cat,110,10,10,1,0,1,melee_only
Chaos - Daemons Library,Bloodmaster,model,ccae-b5f1-8787-4c7d,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Contorted Epitome,model,36df-8f40-8a6b-7d4c,Chaos - Chaos Daemons Library.cat,0,1,1,2,0,2,melee_only
Chaos - Daemons Library,Daemonettes,unit,41c2-d2e6-ae43-3beb,Chaos - Chaos Daemons Library.cat,100,10,10,1,0,1,melee_only
Chaos - Daemons Library,Epidemius,model,5851-dc90-9afe-76a7,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Fiends,model,32a6-181f-de05-f37a,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Fiends,unit,d1ee-8d05-4fae-1727,Chaos - Chaos Daemons Library.cat,95,3,6,1,0,1,melee_only
Chaos - Daemons Library,Furies [Legends],unit,1b9e-e164-7a5a-c8b7,Chaos - Chaos Daemons Library.cat,40,5,10,1,0,1,melee_only
Chaos - Daemons Library,Giant Chaos Spawn [Legends],model,2901-92bd-2f4-736d,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Heartseeker,model,3b26-d611-0012-912f,Chaos - Chaos Daemons Library.cat,0,1,1,2,0,2,melee_only
Chaos - Daemons Library,Herald of Slaanesh on Steed of Slaanesh [Legends],model,b48f-f9b4-b47d-d181,Chaos - Chaos Daemons Library.cat,25,1,1,2,0,2,melee_only
Chaos - Daemons Library,Horticulous Slimux,model,7151-238f-a6eb-2f94,Chaos - Chaos Daemons Library.cat,0,1,1,2,0,2,melee_only
Chaos - Daemons Library,Nurglings,unit,e403-3a9-279e-41b7,Chaos - Chaos Daemons Library.cat,40,3,6,1,0,1,melee_only
Chaos - Daemons Library,Plaguebearers,unit,d1eb-b092-d944-e729,Chaos - Chaos Daemons Library.cat,110,10,10,1,0,1,melee_only
Chaos - Daemons Library,Poxbringer,model,7b06-189d-b11e-c189,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Rendmaster on Blood Throne,model,d1cc-e17a-f1a1-4349,Chaos - Chaos Daemons Library.cat,0,1,1,2,0,2,melee_only
Chaos - Daemons Library,Screamer,model,68-120a-3a51-1eb,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Screamers,unit,550b-c5ab-5e27-f59b,Chaos - Chaos Daemons Library.cat,80,3,6,1,0,1,melee_only
Chaos - Daemons Library,Seeker,model,932d-4b2d-c45a-f402,Chaos - Chaos Daemons Library.cat,0,1,1,2,0,2,melee_only
Chaos - Daemons Library,Seekers,unit,112d-8078-777f-76a5,Chaos - Chaos Daemons Library.cat,80,5,10,2,0,2,melee_only
Chaos - Daemons Library,Skullmaster,model,dd30-ba4c-34a4-e788,Chaos - Chaos Daemons Library.cat,0,1,1,2,0,2,melee_only
Chaos - Daemons Library,Skulltaker,model,8872-785a-1efa-7ca1,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Sloppity Bilepiper,model,3da0-5db0-7531-33b6,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Spined Chaos Beast [Legends],model,da05-80d-6229-6e44,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,The Blue Scribes,model,caf1-8818-9e65-7154,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,The Masque of Slaanesh,model,1567-b99b-bd8f-d485,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
Chaos - Daemons Library,Tranceweaver,model,dba-34e3-46f2-56e0,Chaos - Chaos Daemons Library.cat,0,1,1,1,0,1,melee_only
