unit_id,faction,unit_name,selection_type,models_min,models_max,suggestion_rank,suggestion_score,suggestion_reason,guide_faction,guide_unit_name,guide_model_name,base_size_text,base_type,base_shape,base_width_mm,base_depth_mm,source_page,source,source_url,source_updated
ca4e-47d5-a704-8e5a,Imperium - Adeptus Astartes - Space Marines,Assault Squad [Legends],unit,6,11,2,0.62,name similarity 0.56; token overlap 0.50; faction compatible,SPACE MARINES,Terminator Assault Squad,,40mm,round,round,40,40,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ca4e-47d5-a704-8e5a,Imperium - Adeptus Astartes - Space Marines,Assault Squad [Legends],unit,6,11,3,0.61,name similarity 0.54; token overlap 0.50; faction compatible,SPACE MARINES,Assault Intercessor Squad,,32mm,round,round,32,32,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bfe7-b726-9158-d5ad,Imperium - Adeptus Astartes - Space Marines,Assault Squad with Jump Packs [Legends],unit,6,11,2,0.65,name similarity 0.62; token overlap 0.40; faction compatible,SPACE MARINES,Vanguard Veteran Squad with Jump Packs,,32mm,round,round,32,32,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bfe7-b726-9158-d5ad,Imperium - Adeptus Astartes - Space Marines,Assault Squad with Jump Packs [Legends],unit,6,11,3,0.64,name similarity 0.69; token overlap 0.20; faction compatible,SPACE MARINES,Captain with Jump Pack,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
699f-a59e-baa6-ba8b,Imperium - Adeptus Astartes - Space Marines,Scout Bike Squad [Legends],unit,4,7,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,SPACE MARINES,Scout Squad,,28.5mm,round,round,28.5,28.5,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
760c-24f2-ac1e-162b,Imperium - Adeptus Astartes - Space Marines,Land Speeder Tornado [Legends],model,1,1,1,0.58,name similarity 0.60; token overlap 0.20; faction compatible,SPACE MARINES,Land Raider Crusader,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
5031-c88d-5a9c-754d,Imperium - Adeptus Astartes - Space Marines,Land Speeder [Legends],model,1,1,1,0.69,name similarity 0.70; token overlap 0.33; faction compatible,SPACE MARINES,Land Raider,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
5031-c88d-5a9c-754d,Imperium - Adeptus Astartes - Space Marines,Land Speeder [Legends],model,1,1,2,0.61,name similarity 0.62; token overlap 0.25; faction compatible,SPACE MARINES,Land Raider Redeemer,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
fce3-2e6f-cede-69cc,Imperium - Adeptus Astartes - Space Marines,Land Speeder Storm [Legends],model,1,1,1,0.63,name similarity 0.57; token overlap 0.50; faction compatible,SPACE MARINES,Storm Speeder Hailstrike,,90mm,round,round,90,90,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
fce3-2e6f-cede-69cc,Imperium - Adeptus Astartes - Space Marines,Land Speeder Storm [Legends],model,1,1,2,0.61,name similarity 0.55; token overlap 0.50; faction compatible,SPACE MARINES,Storm Speeder Hammerstrike,,90mm,round,round,90,90,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
fce3-2e6f-cede-69cc,Imperium - Adeptus Astartes - Space Marines,Land Speeder Storm [Legends],model,1,1,3,0.60,name similarity 0.53; token overlap 0.50; faction compatible,SPACE MARINES,Storm Speeder Thunderstrike,,90mm,round,round,90,90,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
faf9-bf62-8eb5-a3cb,Imperium - Adeptus Astartes - Space Marines,Captain on Bike [Legends],model,1,1,2,0.64,name similarity 0.64; token overlap 0.33; faction compatible,SPACE MARINES,Captain,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
faf9-bf62-8eb5-a3cb,Imperium - Adeptus Astartes - Space Marines,Captain on Bike [Legends],model,1,1,3,0.62,name similarity 0.64; token overlap 0.25; faction compatible,SPACE MARINES,Captain Titus,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
45af-a02e-e8e2-49f,Imperium - Adeptus Astartes - Space Marines,Librarian with Jump Pack [Legends],model,1,1,1,0.73,name similarity 0.70; token overlap 0.50; faction compatible,SPACE MARINES,Chaplain with Jump Pack,,32mm,round,round,32,32,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
45af-a02e-e8e2-49f,Imperium - Adeptus Astartes - Space Marines,Librarian with Jump Pack [Legends],model,1,1,2,0.70,name similarity 0.67; token overlap 0.50; faction compatible,SPACE MARINES,Captain with Jump Pack,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
45af-a02e-e8e2-49f,Imperium - Adeptus Astartes - Space Marines,Librarian with Jump Pack [Legends],model,1,1,3,0.65,name similarity 0.64; token overlap 0.33; faction compatible,SPACE MARINES,Librarian,,40mm,round,round,40,40,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
525c-7e0-b0de-8a6f,Imperium - Adeptus Astartes - Space Marines,Mortis Dreadnought [Legends],model,1,1,1,0.79,name similarity 0.84; token overlap 0.33; faction compatible,SPACE MARINES,Brutalis Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
525c-7e0-b0de-8a6f,Imperium - Adeptus Astartes - Space Marines,Mortis Dreadnought [Legends],model,1,1,2,0.77,name similarity 0.76; token overlap 0.50; faction compatible,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
525c-7e0-b0de-8a6f,Imperium - Adeptus Astartes - Space Marines,Mortis Dreadnought [Legends],model,1,1,3,0.74,name similarity 0.77; token overlap 0.33; faction compatible,SPACE MARINES,Redemptor Dreadnought,,90mm,round,round,90,90,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b51-a07d-6440-e1ad,Imperium - Adeptus Astartes - Space Marines,Chaplain Venerable Dreadnought [Legends],model,1,1,1,0.59,name similarity 0.60; token overlap 0.25; faction compatible,SPACE MARINES,Brutalis Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b51-a07d-6440-e1ad,Imperium - Adeptus Astartes - Space Marines,Chaplain Venerable Dreadnought [Legends],model,1,1,2,0.58,name similarity 0.59; token overlap 0.25; faction compatible,SPACE MARINES,Ballistus Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b51-a07d-6440-e1ad,Imperium - Adeptus Astartes - Space Marines,Chaplain Venerable Dreadnought [Legends],model,1,1,3,0.57,name similarity 0.54; token overlap 0.33; faction compatible,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d4ad-4638-c7a7-1af6,Imperium - Adeptus Astartes - Space Marines,Land Speeder Tempest [Legends],model,1,1,1,0.58,name similarity 0.60; token overlap 0.20; faction compatible,SPACE MARINES,Land Raider Redeemer,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
df9b-111-d64a-e298,Imperium - Adeptus Astartes - Space Marines,Caestus Assault Ram [Legends],model,1,1,1,0.64,name similarity 0.67; token overlap 0.25; faction compatible,SPACE MARINES,Centurion Assault Squad,,50mm,round,round,50,50,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bbc6-900e-c5f2-d634,Imperium - Adeptus Astartes - Space Marines,Land Raider Prometheus [Legends],model,1,1,1,0.75,name similarity 0.67; token overlap 0.67; faction compatible,SPACE MARINES,Land Raider,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bbc6-900e-c5f2-d634,Imperium - Adeptus Astartes - Space Marines,Land Raider Prometheus [Legends],model,1,1,2,0.74,name similarity 0.71; token overlap 0.50; faction compatible,SPACE MARINES,Land Raider Crusader,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bbc6-900e-c5f2-d634,Imperium - Adeptus Astartes - Space Marines,Land Raider Prometheus [Legends],model,1,1,3,0.74,name similarity 0.71; token overlap 0.50; faction compatible,SPACE MARINES,Land Raider Redeemer,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
80d1-496f-40fd-c154,Imperium - Adeptus Astartes - Space Marines,Rhino Primaris [Legends],model,1,1,1,0.60,name similarity 0.53; token overlap 0.50; faction compatible,SPACE MARINES,Rhino,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c8e1-69a5-1121-6f79,Imperium - Adeptus Astartes - Space Marines,Land Raider Excelsior [Legends],model,1,1,1,0.76,name similarity 0.69; token overlap 0.67; faction compatible,SPACE MARINES,Land Raider,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c8e1-69a5-1121-6f79,Imperium - Adeptus Astartes - Space Marines,Land Raider Excelsior [Legends],model,1,1,2,0.75,name similarity 0.73; token overlap 0.50; faction compatible,SPACE MARINES,Land Raider Redeemer,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c8e1-69a5-1121-6f79,Imperium - Adeptus Astartes - Space Marines,Land Raider Excelsior [Legends],model,1,1,3,0.72,name similarity 0.68; token overlap 0.50; faction compatible,SPACE MARINES,Land Raider Crusader,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
d4c6-55c1-e552-9f6c,Imperium - Adeptus Astartes - Space Marines,Terminus Ultra [Legends],model,1,1,1,0.58,name similarity 0.67; token overlap 0.00; faction compatible,SPACE MARINES,Terminator Squad,,40mm,round,round,40,40,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2a4c-d1a-95c9-f4cf,Imperium - Adeptus Astartes - Space Marines,Relic Razorback [Legends],model,1,1,1,0.77,name similarity 0.75; token overlap 0.50; faction compatible,SPACE MARINES,Razorback,,Hull,hull,hull,,,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a40-ff3f-c1ea-fea7,Imperium - Adeptus Astartes - Space Marines,Company Veterans on Bikes [Legends],unit,3,6,1,0.63,name similarity 0.67; token overlap 0.20; faction compatible,SPACE MARINES,Company Heroes,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a40-ff3f-c1ea-fea7,Imperium - Adeptus Astartes - Space Marines,Company Veterans on Bikes [Legends],unit,3,6,2,0.56,name similarity 0.59; token overlap 0.17; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
97c3-20c8-4c99-39e5,Imperium - Adeptus Astartes - Space Marines,Company Champion on Bike [Legends],model,1,1,1,0.70,name similarity 0.70; token overlap 0.40; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
97c3-20c8-4c99-39e5,Imperium - Adeptus Astartes - Space Marines,Company Champion on Bike [Legends],model,1,1,2,0.56,name similarity 0.58; token overlap 0.20; faction compatible,SPACE MARINES,Company Heroes,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e4c7-b10c-6896-3f0,Imperium - Adeptus Astartes - Space Marines,Ancient on Bike [Legends],model,1,1,1,0.69,name similarity 0.65; token overlap 0.50; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e4c7-b10c-6896-3f0,Imperium - Adeptus Astartes - Space Marines,Ancient on Bike [Legends],model,1,1,2,0.64,name similarity 0.64; token overlap 0.33; faction compatible,SPACE MARINES,Ancient,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
449f-a74d-e85a-2684,Imperium - Adeptus Astartes - Space Marines,Apothecary on Bike [Legends],model,1,1,1,0.70,name similarity 0.71; token overlap 0.33; faction compatible,SPACE MARINES,Apothecary,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
449f-a74d-e85a-2684,Imperium - Adeptus Astartes - Space Marines,Apothecary on Bike [Legends],model,1,1,2,0.69,name similarity 0.65; token overlap 0.50; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
449f-a74d-e85a-2684,Imperium - Adeptus Astartes - Space Marines,Apothecary on Bike [Legends],model,1,1,3,0.67,name similarity 0.70; token overlap 0.25; faction compatible,SPACE MARINES,Apothecary Biologis,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
33e2-3ddf-7063-df9e,Imperium - Adeptus Astartes - Space Marines,Techmarine on Bike [Legends],model,1,1,1,0.78,name similarity 0.76; token overlap 0.50; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
33e2-3ddf-7063-df9e,Imperium - Adeptus Astartes - Space Marines,Techmarine on Bike [Legends],model,1,1,2,0.70,name similarity 0.71; token overlap 0.33; faction compatible,SPACE MARINES,Techmarine,,40mm,round,round,40,40,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1039-4a94-c791-9e1d,Imperium - Adeptus Astartes - Space Marines,Librarian on Bike [Legends],model,1,1,1,0.70,name similarity 0.67; token overlap 0.50; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1039-4a94-c791-9e1d,Imperium - Adeptus Astartes - Space Marines,Librarian on Bike [Legends],model,1,1,2,0.68,name similarity 0.69; token overlap 0.33; faction compatible,SPACE MARINES,Librarian,,40mm,round,round,40,40,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1039-4a94-c791-9e1d,Imperium - Adeptus Astartes - Space Marines,Librarian on Bike [Legends],model,1,1,3,0.59,name similarity 0.62; token overlap 0.17; faction compatible,SPACE MARINES,Librarian in Phobos Armour,,40mm,round,round,40,40,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
1051-f1e8-4ef2-4575,Imperium - Adeptus Astartes - Space Marines,Thunderhawk Transporter [Legends],model,1,1,1,0.70,name similarity 0.71; token overlap 0.33; faction compatible,SPACE MARINES,Thunderhawk Gunship,,Unique,unique,unique,,,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
0385-0e03-0eac-d91c,Imperium - Adeptus Astartes - Space Marines,Librarius Adept [Crucible],model,1,1,1,0.58,name similarity 0.67; token overlap 0.00; faction compatible,SPACE MARINES,Librarian,,40mm,round,round,40,40,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
54e3-9fb6-416-8a90,Imperium - Adeptus Astartes - Space Wolves,Logan Grimnar on Stormrider [Legends],model,1,1,1,0.69,name similarity 0.65; token overlap 0.50; faction compatible,SPACE WOLVES,Logan Grimnar,,80mm,round,round,80,80,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bcab-c09a-6584-3b26,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Battle Leader in Terminator Armour [Legends],model,1,1,1,0.75,name similarity 0.71; token overlap 0.57; faction compatible,SPACE WOLVES,Wolf Guard Battle Leader,,40mm,round,round,40,40,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bcab-c09a-6584-3b26,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Battle Leader in Terminator Armour [Legends],model,1,1,2,0.67,name similarity 0.66; token overlap 0.38; faction compatible,SPACE MARINES,Librarian in Terminator Armour,,40mm,round,round,40,40,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bcab-c09a-6584-3b26,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Battle Leader in Terminator Armour [Legends],model,1,1,3,0.64,name similarity 0.62; token overlap 0.38; faction compatible,SPACE MARINES,Ancient in Terminator Armour,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8486-fe44-efc3-e51b,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard [Legends],unit,5,10,1,0.73,name similarity 0.65; token overlap 0.67; faction compatible,SPACE WOLVES,Wolf Guard Headtakers,,40mm,round,round,40,40,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8486-fe44-efc3-e51b,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard [Legends],unit,5,10,2,0.73,name similarity 0.65; token overlap 0.67; faction compatible,SPACE WOLVES,Wolf Guard Headtakers,Hunting Wolves,60x35.5mm Oval Base,oval,oval,60,35.5,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
8486-fe44-efc3-e51b,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard [Legends],unit,5,10,3,0.72,name similarity 0.62; token overlap 0.67; faction compatible,SPACE WOLVES,Wolf Guard Terminators,,40mm,round,round,40,40,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3b8b-19bb-1855-98c5,Imperium - Adeptus Astartes - Space Wolves,Stormfang Gunship [Legends],model,1,1,2,0.81,name similarity 0.86; token overlap 0.33; faction compatible,SPACE MARINES,Stormtalon Gunship,,120x92mm Oval Base,oval,oval,120,92,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3b8b-19bb-1855-98c5,Imperium - Adeptus Astartes - Space Wolves,Stormfang Gunship [Legends],model,1,1,3,0.62,name similarity 0.61; token overlap 0.33; faction compatible,SPACE MARINES,Thunderhawk Gunship,,Unique,unique,unique,,,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
5d99-8592-a934-48d9,Imperium - Adeptus Astartes - Space Wolves,Wolf Guard Pack Leader [Legends],model,1,1,2,0.74,name similarity 0.74; token overlap 0.40; faction compatible,SPACE WOLVES,Wolf Guard Headtakers,,40mm,round,round,40,40,47,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
