faction,unit_name,selection_type,unit_id,source_file,points,models_min,models_max,total_weapons,ranged_weapons,ranged_weapons_with_range,ranged_weapons_missing_range,melee_weapons,coverage
Xenos - Necrons,C'tan Shard of the Void Dragon,model,8065-e9c0-dcb5-be1d,Necrons.cat,330,1,1,5,2,2,0,3,both
Xenos - Necrons,Canoptek Acanthrites [Legends],unit,a7e1-5b53-1d89-e1e3,Necrons.cat,85,3,6,2,1,1,0,1,both
Xenos - Necrons,Canoptek Doomstalker,model,ff8f-2e43-8af1-3470,Necrons.cat,140,1,1,3,2,2,0,1,both
Xenos - Necrons,Canoptek Macrocytes,unit,97d7-4b22-46b7-dae0,Necrons.cat,85,5,5,4,3,3,0,1,both
Xenos - Necrons,Canoptek Reanimator,model,7c45-2aab-7526-febe,Necrons.cat,75,1,1,2,1,1,0,1,both
Xenos - Necrons,Canoptek Spyder,model,7002-4a34-6e5-7a50,Necrons.cat,75,1,1,2,1,1,0,1,both
Xenos - Necrons,Canoptek Spyders,unit,cae9-5277-87f4-54b8,Necrons.cat,75,1,2,2,1,1,0,1,both
Xenos - Necrons,Canoptek Tomb Crawlers,unit,b7ee-a0fa-5736-b58f,Necrons.cat,50,2,2,3,2,2,0,1,both
Xenos - Necrons,Canoptek Tomb Sentinel [Legends],model,9519-5dbc-ab5-c720,Necrons.cat,115,1,1,2,1,1,0,1,both
Xenos - Necrons,Canoptek Tomb Stalker [Legends],model,f868-afbc-9f6b-e4e9,Necrons.cat,130,1,1,2,1,1,0,1,both
Xenos - Necrons,Canoptek Wraiths,unit,a022-9bf6-f08b-c416,Necrons.cat,110,3,6,4,2,2,0,2,both
Xenos - Necrons,Catacomb Command Barge,model,e667-b37c-61c-4893,Necrons.cat,120,1,1,4,3,3,0,1,both
Xenos - Necrons,Cryptothralls,unit,ef7a-c413-c779-2d18,Necrons.cat,60,2,2,2,1,1,0,1,both
Xenos - Necrons,Deathmarks,unit,b7d7-14c9-63c1-ded5,Necrons.cat,60,5,10,2,1,1,0,1,both
Xenos - Necrons,Doom Scythe,model,52fb-edb1-c747-415a,Necrons.cat,230,1,1,3,2,2,0,1,both
Xenos - Necrons,Doomsday Ark,model,e046-8220-d8a2-1d19,Necrons.cat,200,1,1,3,2,2,0,1,both
Xenos - Necrons,Dynastic Conqueror [Crucible],model,be60-a5ae-6c7c-df47,Necrons.cat,85,1,1,28,11,11,0,17,both
Xenos - Necrons,Geomancer,model,92cc-9d54-5d0c-6663,Necrons.cat,75,1,1,3,2,2,0,1,both
Xenos - Necrons,Ghost Ark,model,9928-da6-4e86-ec9f,Necrons.cat,115,1,1,2,1,1,0,1,both
Xenos - Necrons,Hexmark Destroyer,model,d504-e79e-f4d9-90aa,Necrons.cat,75,1,1,2,1,1,0,1,both
Xenos - Necrons,Hyperscientist [Crucible],model,e884-dd7a-a1cd-bad8,Necrons.cat,85,1,1,28,11,11,0,17,both
Xenos - Necrons,Illuminor Szeras,model,d977-6a26-bc03-4722,Necrons.cat,165,1,1,2,1,1,0,1,both
Xenos - Necrons,Immortals,unit,f81-b23c-e183-39d7,Necrons.cat,70,5,10,3,2,2,0,1,both
Xenos - Necrons,Lokhust Destroyers,unit,6f72-b8f7-fd8d-5c2c,Necrons.cat,40,1,6,2,1,1,0,1,both
Xenos - Necrons,Lokhust Heavy Destroyers,unit,d9ea-2965-24-d3a3,Necrons.cat,55,1,3,3,2,2,0,1,both
Xenos - Necrons,Lokhust Lord,model,8725-de36-7ef7-45f6,Necrons.cat,80,1,1,2,1,1,0,1,both
Xenos - Necrons,Lord [Legends],model,8005-b0eb-72ab-aed5,Necrons.cat,65,1,1,2,1,1,0,1,both
Xenos - Necrons,Monolith,model,db10-2662-da6a-516e,Necrons.cat,400,1,1,4,3,3,0,1,both
Xenos - Necrons,Necron Warriors,unit,58e9-5212-f5a6-c12d,Necrons.cat,90,10,20,3,2,2,0,1,both
Xenos - Necrons,Nekrosor Ammentar,model,1d4b-a179-ae99-3283,Necrons.cat,185,1,1,3,1,1,0,2,both
Xenos - Necrons,Night Scythe,model,2a86-2d6-6446-7f1,Necrons.cat,145,1,1,2,1,1,0,1,both
Xenos - Necrons,Night Shroud [Legends],model,e6d4-56e1-3bbd-475,Necrons.cat,140,1,1,2,1,1,0,1,both
Xenos - Necrons,Obelisk,model,256d-92cd-5d14-bbab,Necrons.cat,300,1,1,2,1,1,0,1,both
Xenos - Necrons,Overlord,model,dbe5-257e-e2bd-1b40,Necrons.cat,85,1,1,4,2,2,0,2,both
Xenos - Necrons,Royal Warden,model,379b-d6a0-cd05-ef89,Necrons.cat,50,1,1,2,1,1,0,1,both
Xenos - Necrons,Seraptek Heavy Construct,model,fa11-cd65-fcf6-427c,Necrons.cat,540,1,1,5,3,3,0,2,both
Xenos - Necrons,Skorpekh Lord,model,c401-d95f-c5ce-7738,Necrons.cat,90,1,1,3,1,1,0,2,both
Xenos - Necrons,Tesseract Ark [Legends],model,ef1-14e1-cf28-4701,Necrons.cat,130,1,1,6,5,5,0,1,both
Xenos - Necrons,Tesseract Vault,model,5451-67b5-a66c-71d2,Necrons.cat,425,1,1,2,1,1,0,1,both
Xenos - Necrons,The Silent King,unit,7422-7fbf-8694-364c,Necrons.cat,400,3,3,5,3,3,0,2,both
Xenos - Necrons,Tomb Blades,unit,77d-d442-a3-422c,Necrons.cat,75,3,6,4,3,3,0,1,both
Xenos - Necrons,Transcendent C'tan,model,276e-bc21-e1d0-3c41,Necrons.cat,325,1,1,2,1,1,0,1,both
Xenos - Necrons,Triarch Praetorians,unit,6829-6dcb-b342-afe4,Necrons.cat,90,5,10,3,1,1,0,2,both
Xenos - Necrons,Triarch Stalker,model,14fa-6813-e51b-7942,Necrons.cat,110,1,1,5,4,4,0,1,both
Xenos - Necrons,Triarchal Overseer [Crucible],model,50cd-aa29-f506-8ed1,Necrons.cat,120,1,1,28,11,11,0,17,both
Xenos - Orks,Attack Fighta [Legends],model,4229-83f0-b03b-bd44,Orks.cat,100,1,1,3,2,2,0,1,both
Xenos - Orks,Battlewagon,model,306a-b2ac-aaf1-9a7c,Orks.cat,160,1,1,10,6,6,0,4,both
Xenos - Orks,Beast Snagga Boyz,unit,b7c3-d00e-daf2-76fb,Orks.cat,95,10,20,5,2,2,0,3,both
Xenos - Orks,Beastboss,model,5a5d-c5a4-39b8-4a3f,Orks.cat,80,1,1,3,1,1,0,2,both
Xenos - Orks,Beastboss on Squigosaur,model,a8b7-351-d911-a4d6,Orks.cat,110,1,1,4,2,2,0,2,both
Xenos - Orks,Big Gunz [Legends],unit,7eb0-5bc7-24c-6cb4,Orks.cat,20,1,2,5,4,4,0,1,both
Xenos - Orks,Big Gunz w/ Kannon,model,145f-7113-8466-d544,Orks.cat,20,1,1,3,2,2,0,1,both
Xenos - Orks,Big Gunz w/ Lobba,model,14e1-a15e-e987-5c3c,Orks.cat,20,1,1,2,1,1,0,1,both
Xenos - Orks,Big Gunz w/ Zzap gun,model,565b-5d57-1578-36bb,Orks.cat,20,1,1,2,1,1,0,1,both
Xenos - Orks,Big Mek,model,fbee-427a-1c46-f621,Orks.cat,70,1,1,4,2,2,0,2,both
Xenos - Orks,Big Mek in Mega Armour,model,95e9-6da3-5e75-2566,Orks.cat,90,1,1,6,4,4,0,2,both
Xenos - Orks,Big Mek on Warbike [Legends],model,8b2-ca6b-b00c-d64c,Orks.cat,105,1,1,12,7,7,0,5,both
Xenos - Orks,Big Mek with Kustom Force Field [Legends],model,e1b6-48a1-2598-7cae,Orks.cat,55,1,1,2,1,1,0,1,both
Xenos - Orks,Big Mek with Shokk Attack Gun,model,dde2-ca42-e3bc-2ef6,Orks.cat,80,1,1,2,1,1,0,1,both
Xenos - Orks,Big Trakk [Legends],model,609a-6ef1-a3e3-3baa,Orks.cat,90,1,1,6,5,5,0,1,both
Xenos - Orks,Blitza-bommer,model,a20-d3af-2c3e-3267,Orks.cat,115,1,1,3,2,2,0,1,both
Xenos - Orks,Boomdakka Snazzwagon,model,c7c8-6b5b-6bfc-52d1,Orks.cat,70,1,1,4,3,3,0,1,both
Xenos - Orks,Boss Snikrot,model,e651-5901-35e5-dc35,Orks.cat,75,1,1,2,1,1,0,1,both
Xenos - Orks,Boss Zagstruk [Legends],model,ec71-71e2-6601-31b8,Orks.cat,90,1,1,2,1,1,0,1,both
Xenos - Orks,Boyz,unit,e3b1-1240-2476-cd86,Orks.cat,80,10,20,9,5,5,0,4,both
Xenos - Orks,Breaka Boyz,unit,a596-3d99-257e-0ea1,Orks.cat,140,6,6,5,1,1,0,4,both
Xenos - Orks,Burna Boyz,unit,71b2-e955-6588-87f4,Orks.cat,60,1,3,6,4,4,0,2,both
Xenos - Orks,Burna-bommer,model,93a1-386a-e40f-472f,Orks.cat,125,1,1,4,3,3,0,1,both
Xenos - Orks,Chinork Warkopta [Legends],model,f6cb-323b-3c25-75f7,Orks.cat,105,1,1,7,6,6,0,1,both
Xenos - Orks,Da Red Gobbo [Legends],model,a43d-27a9-7d83-42e4,Orks.cat,40,1,1,2,1,1,0,1,both
Xenos - Orks,Da Red Gobbo's A-bomb-inable Snowman [Legends],model,6610-3cb7-dc72-8852,Orks.cat,40,1,1,2,1,1,0,1,both
Xenos - Orks,Da Red Gobbo's Tinboy [Legends],model,070f-5f7f-2cab-6ee6,Orks.cat,45,1,1,2,1,1,0,1,both
Xenos - Orks,Dakkajet,model,3b42-b41f-d11e-bdca,Orks.cat,135,1,1,2,1,1,0,1,both
Xenos - Orks,Deff Dread,model,1594-b986-e77e-d89d,Orks.cat,120,1,1,6,4,4,0,2,both
Xenos - Orks,Deff Rolla Battle Fortress [Legends],model,8c96-c1f0-63ff-d6a9,Orks.cat,250,1,1,9,8,8,0,1,both
Xenos - Orks,Deffkilla Wartrike,model,ca85-1d18-dc30-d64e,Orks.cat,80,1,1,4,3,3,0,1,both
Xenos - Orks,Deffkoptas,unit,2d6e-aa3b-c28c-5ef0,Orks.cat,80,3,6,4,3,3,0,1,both
Xenos - Orks,Deffkoptas with Big Shootas [Legends],unit,51a5-6c92-806e-57d6,Orks.cat,130,3,3,6,4,4,0,2,both
Xenos - Orks,Fighta-Bommer [Legends],model,dd02-c92c-fb0a-54ec,Orks.cat,100,1,1,4,3,3,0,1,both
Xenos - Orks,Flash Gitz,unit,1de9-b138-28a1-9c4b,Orks.cat,80,4,9,2,1,1,0,1,both
Xenos - Orks,Gargantuan Squiggoth,model,aeed-c6d9-4b90-376a,Orks.cat,440,1,1,5,3,3,0,2,both
Xenos - Orks,Ghazghkull Thraka,unit,4ea0-6b70-c17c-bc00,Orks.cat,235,2,2,4,1,1,0,3,both
Xenos - Orks,Gorkanaut,model,56d6-a7fc-fa08-4345,Orks.cat,265,1,1,6,4,4,0,2,both
Xenos - Orks,Gretchin,unit,de8f-24f9-c543-92b7,Orks.cat,40,1,3,4,2,2,0,2,both
Xenos - Orks,Grot Bomm Launcha [Legends],model,410e-7847-bcfc-1b62,Orks.cat,50,1,1,2,1,1,0,1,both
Xenos - Orks,Grot Mega-Tank [Legends],model,2d97-52db-2c1b-de5e,Orks.cat,110,1,1,7,6,6,0,1,both
Xenos - Orks,Hordeboss [Crucible],model,2ba9-e97a-909d-3ac5,Orks.cat,75,1,1,36,18,18,0,18,both
Xenos - Orks,Hunta Rig,model,70de-d621-8465-f7b8,Orks.cat,135,1,1,5,2,2,0,3,both
Xenos - Orks,Kannonwagon [Legends],model,91c2-d40a-1f09-9e81,Orks.cat,115,1,1,4,3,3,0,1,both
Xenos - Orks,Kaptin Badrukk [Legends],model,ffa6-66d3-dfa5-557e,Orks.cat,80,1,1,4,3,3,0,1,both
Xenos - Orks,Kill Krusha [Legends],model,3444-a152-c9e6-31aa,Orks.cat,230,1,1,6,5,5,0,1,both
Xenos - Orks,Kill Rig,model,eb21-c97f-2d9a-b363,Orks.cat,155,1,1,6,3,3,0,3,both
Xenos - Orks,Kill Tank [Legends],model,b8fe-c7af-20fd-631d,Orks.cat,295,1,1,5,4,4,0,1,both
Xenos - Orks,Killa Kans,unit,8c36-c946-2e0f-f648,Orks.cat,125,3,6,5,4,4,0,1,both
Xenos - Orks,Kommandos,unit,303-267f-e45c-6aa9,Orks.cat,120,10,10,9,4,4,0,5,both
Xenos - Orks,Kustom Boosta-blasta,model,b803-bafc-2b52-160d,Orks.cat,70,1,1,4,3,3,0,1,both
Xenos - Orks,Lifta Wagon [Legends],model,afab-635c-23c5-cacc,Orks.cat,135,1,1,7,3,3,0,4,both
Xenos - Orks,Lootas,unit,3bff-9fad-2d11-7866,Orks.cat,50,1,3,5,4,4,0,1,both
Xenos - Orks,Mad Dok Grotsnik [Legends],model,7d51-e2a3-aab6-f7de,Orks.cat,65,1,1,3,1,1,0,2,both
Xenos - Orks,Mega Dread [Legends],model,5c83-d9c7-5c58-8357,Orks.cat,225,1,1,5,2,2,0,3,both
Xenos - Orks,Meganobz,unit,7067-34f4-5272-e05f,Orks.cat,65,2,42,5,2,2,0,3,both
Xenos - Orks,Megatrakk Scrapjet,model,8dd-f235-ef18-d36,Orks.cat,75,1,1,4,3,3,0,1,both
Xenos - Orks,Mek,model,3b2-8c11-616a-1005,Orks.cat,45,1,1,3,1,1,0,2,both
Xenos - Orks,Mek Gun w/ Bubblechukka,model,8aea-b460-9ad6-252d,Orks.cat,50,1,1,4,3,3,0,1,both
Xenos - Orks,Mek Gun w/ Kustom mega-kannon,model,ef50-eb48-bba3-d692,Orks.cat,50,1,1,2,1,1,0,1,both
Xenos - Orks,Mek Gun w/ Smasha gun,model,e82a-232e-e43d-a061,Orks.cat,50,1,1,2,1,1,0,1,both
Xenos - Orks,Mek Gun w/ Traktor kannon,model,c800-4c3a-de49-f05b,Orks.cat,50,1,1,2,1,1,0,1,both
Xenos - Orks,Mek Gunz,unit,b37a-8686-db2c-8cbd,Orks.cat,50,1,3,7,6,6,0,1,both
Xenos - Orks,Meka-Dread [Legends],model,121b-9fda-2ccb-e38c,Orks.cat,210,1,1,4,1,1,0,3,both
Xenos - Orks,Morkanaut,model,9ee5-2b39-de06-dda6,Orks.cat,280,1,1,6,4,4,0,2,both
Xenos - Orks,Mozrog Skragbad,model,b42b-ea0-38f1-6300,Orks.cat,145,1,1,3,1,1,0,2,both
Xenos - Orks,Nob with Waaagh! Banner [Legends],model,3b35-92f5-bd1a-af8d,Orks.cat,70,1,1,2,1,1,0,1,both
Xenos - Orks,Nobz,unit,b16a-7132-3f8a-abe5,Orks.cat,105,5,37,5,2,2,0,3,both
Xenos - Orks,Nobz on Warbikes [Legends],unit,47ad-4934-ea67-a2b0,Orks.cat,125,3,3,8,2,2,0,6,both
Xenos - Orks,Painboy on Warbike [Legends],model,4852-225b-c426-c9b5,Orks.cat,85,1,1,4,1,1,0,3,both
Xenos - Orks,Rukkatrukk Squigbuggy,model,a856-30b7-e56d-57db,Orks.cat,95,1,1,3,2,2,0,1,both
Xenos - Orks,Shokkjump Dragsta,model,1d12-e2ae-33bb-4558,Orks.cat,70,1,1,3,2,2,0,1,both
Xenos - Orks,Skorchas [Legends],unit,939f-63bc-4a63-4d93,Orks.cat,45,1,2,2,1,1,0,1,both
Xenos - Orks,Squiggoth [Legends],model,df63-56a0-92e1-6191,Orks.cat,150,1,1,4,2,2,0,2,both
Xenos - Orks,Squighog Boyz,unit,6a83-8e1f-63ef-50c3,Orks.cat,150,1,3,6,3,3,0,3,both
Xenos - Orks,Stompa,model,6c08-9131-14a3-a3b4,Orks.cat,800,1,1,8,6,6,0,2,both
Xenos - Orks,Stormboyz,unit,4adf-8249-c6b2-dd4f,Orks.cat,65,5,10,3,1,1,0,2,both
Xenos - Orks,Tankbustas,unit,dadc-d370-ef10-853c,Orks.cat,140,6,6,5,2,2,0,3,both
Xenos - Orks,Trukk,model,1291-7ba8-2c5a-4a92,Orks.cat,70,1,1,3,1,1,0,2,both
Xenos - Orks,Ufthak Blackhawk [Legends],model,21c1-62d6-9682-4fb6,Orks.cat,70,1,1,3,1,1,0,2,both
Xenos - Orks,Upstart Gretchin [Crucible],model,6a69-8e75-49ae-408f,Orks.cat,40,1,1,36,18,18,0,18,both
Xenos - Orks,Warbikers,unit,83a7-ea20-ed9-d14a,Orks.cat,65,3,6,6,2,2,0,4,both
Xenos - Orks,Warboss,model,2efc-c4b3-2ecc-5a37,Orks.cat,75,1,1,5,2,2,0,3,both
Xenos - Orks,Warboss in Mega Armour,model,494b-11ce-5af-5b50,Orks.cat,80,1,1,2,1,1,0,1,both
Xenos - Orks,Warboss on Warbike [Legends],model,6aed-92bb-49d6-12da,Orks.cat,75,1,1,4,1,1,0,3,both
Xenos - Orks,Warbuggies [Legends],unit,e969-cbc8-60a6-affb,Orks.cat,40,1,2,3,2,2,0,1,both
Xenos - Orks,Warphead [Crucible],model,54de-2004-bbc1-3ac6,Orks.cat,65,1,1,36,18,18,0,18,both
Xenos - Orks,Wartrakks [Legends],unit,9e51-a749-18ba-2ea4,Orks.cat,50,1,2,3,2,2,0,1,both
Xenos - Orks,Wazbom Blastajet,model,3832-ad97-2b3b-8775,Orks.cat,175,1,1,5,4,4,0,1,both
Xenos - Orks,Wazdakka Gutsmek,model,2ab7-ab71-0af4-5d39,Orks.cat,175,1,1,4,1,1,0,3,both
Xenos - Orks,Weirdboy,model,260d-9ce4-ea1f-a957,Orks.cat,65,1,1,2,1,1,0,1,both
Xenos - Orks,Wurrboy,model,290-ff5a-b14f-e432,Orks.cat,60,1,1,2,1,1,0,1,both
Xenos - Orks,Zodgrod Wortsnagga,model,ce45-db08-3795-18a9,Orks.cat,90,1,1,2,1,1,0,1,both
Xenos - T'au Empire,AX-1-0 Tiger Shark,model,6a78-555-46c7-999b,T'au Empire.cat,315,1,1,7,6,6,0,1,both
Xenos - T'au Empire,Barracuda [Legends],model,a422-6066-1c3a-f021,T'au Empire.cat,220,1,1,10,9,9,0,1,both
Xenos - T'au Empire,Battlesuit Veteran [Crucible],model,ed9c-6a08-c915-c757,T'au Empire.cat,60,1,1,35,27,27,0,8,both
Xenos - T'au Empire,Breacher Team,unit,afc0-2b21-8ddc-3b2a,T'au Empire.cat,90,9,9,6,5,5,0,1,both
Xenos - T'au Empire,Broadside Battlesuits,unit,a594-317-b90a-a226,T'au Empire.cat,80,1,3,8,7,7,0,1,both
Xenos - T'au Empire,Cadre Fireblade,model,8f32-9697-ed41-6e3,T'au Empire.cat,50,1,1,4,3,3,0,1,both
Xenos - T'au Empire,Commander Farsight,model,a67c-e2aa-41d7-e91e,T'au Empire.cat,85,1,1,3,1,1,0,2,both
Xenos - T'au Empire,Commander in Coldstar Battlesuit,model,3a73-7255-c639-e89e,T'au Empire.cat,95,1,1,11,10,10,0,1,both
Xenos - T'au Empire,Commander in Crisis Battlesuit [Legends],model,6de0-279f-b471-65ca,T'au Empire.cat,80,1,1,10,9,9,0,1,both
Xenos - T'au Empire,Commander in Enforcer Battlesuit,model,99fa-35-ba6e-5354,T'au Empire.cat,80,1,1,10,9,9,0,1,both
Xenos - T'au Empire,Commander Shadowsun,model,4d0d-af9d-53c2-bc31,T'au Empire.cat,100,1,1,5,4,4,0,1,both
Xenos - T'au Empire,Crisis Battlesuits [Legends],unit,de16-2476-9749-b603,T'au Empire.cat,200,2,5,10,9,9,0,1,both
Xenos - T'au Empire,Crisis Fireknife Battlesuits,unit,9373-d0b3-94c9-e47,T'au Empire.cat,120,2,2,4,3,3,0,1,both
Xenos - T'au Empire,Crisis Starscythe Battlesuits,unit,fb32-c683-b38f-d339,T'au Empire.cat,110,2,2,5,4,4,0,1,both
Xenos - T'au Empire,Crisis Sunforge Battlesuits,unit,e88f-bc7a-c3f5-8e47,T'au Empire.cat,140,2,2,4,3,3,0,1,both
Xenos - T'au Empire,Darkstrider,model,a0f5-5934-1570-5a21,T'au Empire.cat,60,1,1,2,1,1,0,1,both
Xenos - T'au Empire,Devilfish,model,14f3-9aa6-21af-7fe3,T'au Empire.cat,85,1,1,5,4,4,0,1,both
Xenos - T'au Empire,Ethereal,model,5e66-6f0-a181-cc4d,T'au Empire.cat,50,1,1,3,2,2,0,1,both
Xenos - T'au Empire,Firesight Team,model,5fe4-86de-b88c-a47b,T'au Empire.cat,60,1,1,3,2,2,0,1,both
Xenos - T'au Empire,Ghostkeel Battlesuit,model,5268-6e9-8f5c-c810,T'au Empire.cat,160,1,1,7,6,6,0,1,both
Xenos - T'au Empire,Great Knarloc [Legends],model,a5d9-e739-52b8-731f,T'au Empire.cat,100,1,1,5,3,3,0,2,both
Xenos - T'au Empire,Hammerhead Gunship,model,ca9-49ab-17c1-8556,T'au Empire.cat,145,1,1,8,7,7,0,1,both
Xenos - T'au Empire,Heavy Gun Drones [Legends],unit,f260-c746-b662-cc6c,T'au Empire.cat,45,2,2,3,2,2,0,1,both
Xenos - T'au Empire,Kinband Champion [Crucible],model,86c3-1150-ef4d-d870,T'au Empire.cat,55,1,1,35,27,27,0,8,both
Xenos - T'au Empire,Knarloc Riders [Legends],unit,f4b8-7132-6738-547c,T'au Empire.cat,110,3,3,3,1,1,0,2,both
Xenos - T'au Empire,Kroot Carnivores,unit,d631-3ca5-e206-4e6a,T'au Empire.cat,65,9,19,5,4,4,0,1,both
Xenos - T'au Empire,Kroot Farstalkers,unit,72f2-7d0b-80f9-43b7,T'au Empire.cat,85,12,12,8,5,5,0,3,both
Xenos - T'au Empire,Kroot Flesh Shaper,model,bb34-e371-33ee-397,T'au Empire.cat,45,1,1,2,1,1,0,1,both
Xenos - T'au Empire,Kroot Lone-spear,model,4e8a-c3f4-e497-4901,T'au Empire.cat,80,1,1,5,2,2,0,3,both
Xenos - T'au Empire,Kroot Trail Shaper,model,2ebe-a524-656d-7f0e,T'au Empire.cat,55,1,1,2,1,1,0,1,both
Xenos - T'au Empire,Kroot War Shaper,model,e9bc-7a6e-322c-87fd,T'au Empire.cat,50,1,1,4,2,2,0,2,both
Xenos - T'au Empire,Krootox Rampagers,unit,7f73-6728-df6f-1446,T'au Empire.cat,85,3,6,3,1,1,0,2,both
Xenos - T'au Empire,Krootox Riders,unit,c523-a2e2-a398-ea00,T'au Empire.cat,40,1,3,4,2,2,0,2,both
Xenos - T'au Empire,Longstrike [Legends],model,5bf-16e5-d77b-ea7d,T'au Empire.cat,140,1,1,8,7,7,0,1,both
Xenos - T'au Empire,Manta,model,8e75-7545-e43b-7c67,T'au Empire.cat,2100,1,1,7,6,6,0,1,both
Xenos - T'au Empire,Orca Dropship [Legends],model,49c0-f84c-18c4-6377,T'au Empire.cat,275,1,1,3,2,2,0,1,both
Xenos - T'au Empire,Pathfinder Team,unit,2598-d700-9952-e439,T'au Empire.cat,90,9,9,11,10,10,0,1,both
Xenos - T'au Empire,Piranha,unit,ad2-6549-8a19-d745,T'au Empire.cat,60,1,3,5,4,4,0,1,both
Xenos - T'au Empire,Piranhas,model,fe61-6f7e-e7e8-f6ce,T'au Empire.cat,60,1,1,5,4,4,0,1,both
Xenos - T'au Empire,R'varna Battlesuit [Legends],model,b146-daf1-9b8b-6de9,T'au Empire.cat,200,1,1,3,2,2,0,1,both
Xenos - T'au Empire,Razorshark Strike Fighter,model,cac0-2569-67c8-f492,T'au Empire.cat,170,1,1,6,5,5,0,1,both
Xenos - T'au Empire,Remora Stealth Drones [Legends],unit,f499-f326-8e40-9c8b,T'au Empire.cat,160,2,2,3,2,2,0,1,both
Xenos - T'au Empire,Riptide Battlesuit,model,5d8f-5530-263d-651b,T'au Empire.cat,200,1,1,8,7,7,0,1,both
Xenos - T'au Empire,Shas'nel [Crucible],model,2e61-8399-60bf-1c85,T'au Empire.cat,50,1,1,35,27,27,0,8,both
Xenos - T'au Empire,Shas'o R'alai [Legends],model,96d6-a7f6-cbf-a4c0,T'au Empire.cat,80,1,1,3,2,2,0,1,both
Xenos - T'au Empire,Sky Ray Gunship,model,bfe0-2e9f-6f57-b48f,T'au Empire.cat,150,1,1,5,4,4,0,1,both
Xenos - T'au Empire,Stealth Battlesuits,unit,5d3a-803e-7cbc-b2f1,T'au Empire.cat,100,4,4,6,5,5,0,1,both
Xenos - T'au Empire,Stormsurge,model,439b-e08-4466-e162,T'au Empire.cat,360,1,1,10,9,9,0,1,both
Xenos - T'au Empire,Strike Team,unit,acdd-2901-1a75-99f4,T'au Empire.cat,70,9,9,7,6,6,0,1,both
Xenos - T'au Empire,Sun Shark Bomber,model,8d6a-3409-52db-a8c,T'au Empire.cat,160,1,1,6,5,5,0,1,both
Xenos - T'au Empire,Ta'unar Supremacy Armour,model,16d6-79b5-817d-f084,T'au Empire.cat,790,1,1,10,9,9,0,1,both
Xenos - T'au Empire,Tactical Drones [Legends],unit,f98a-5aa8-9305-2ed,T'au Empire.cat,70,4,12,2,1,1,0,1,both
Xenos - T'au Empire,Tetras [Legends],unit,388f-478b-18f5-aee7,T'au Empire.cat,80,2,4,2,1,1,0,1,both
Xenos - T'au Empire,The Twin Lance,unit,6623-c2cb-6705-580b,T'au Empire.cat,185,2,2,7,6,6,0,1,both
Xenos - T'au Empire,Tiger Shark,model,1c73-43dc-bef0-a468,T'au Empire.cat,325,1,1,11,10,10,0,1,both
Xenos - T'au Empire,TX42 Piranha [Legends],model,934d-30ac-34a3-f113,T'au Empire.cat,60,1,1,5,4,4,0,1,both
Xenos - T'au Empire,Vespid Stingwings,unit,b91-ba27-3842-76c,T'au Empire.cat,65,4,9,5,4,4,0,1,both
Xenos - T'au Empire,XV9 Hazard Battlesuit,model,9a6b-c7be-b8fd-28,T'au Empire.cat,55,1,1,6,5,5,0,1,both
Xenos - T'au Empire,XV9 Hazard Battlesuits [Legends],unit,9b21-52b7-6d8b-3e51,T'au Empire.cat,55,1,2,6,5,5,0,1,both
Xenos - T'au Empire,Y'vahra Battlesuit [Legends],model,8013-c4e0-166e-a961,T'au Empire.cat,210,1,1,6,5,5,0,1,both
Xenos - Tyranids,Barbed Hierodule [Legends],model,afd0-a0ca-68c3-d912,Tyranids.cat,340,1,1,2,1,1,0,1,both
Xenos - Tyranids,Barbgaunts,unit,6de-ccee-11b4-be3e,Tyranids.cat,55,5,10,2,1,1,0,1,both
Xenos - Tyranids,Biovore,model,dd57-9c1f-d425-6711,Tyranids.cat,50,1,1,2,1,1,0,1,both
Xenos - Tyranids,Biovores,unit,3f2c-85ec-d83c-4a2f,Tyranids.cat,50,1,3,2,1,1,0,1,both
Xenos - Tyranids,Carnifex,model,92a2-7511-1173-a696,Tyranids.cat,90,1,1,10,6,6,0,4,both
Xenos - Tyranids,Carnifexes,unit,9efd-5564-f0f5-21ea,Tyranids.cat,90,1,2,10,6,6,0,4,both
Xenos - Tyranids,Exocrine,model,bbfd-5b01-5bd3-a28b,Tyranids.cat,140,1,1,2,1,1,0,1,both
Xenos - Tyranids,Harpy,model,c679-b06a-750b-e7f7,Tyranids.cat,215,1,1,4,3,3,0,1,both
Xenos - Tyranids,Harridan,model,9b5c-3b5a-1f80-9a74,Tyranids.cat,610,1,1,2,1,1,0,1,both
Xenos - Tyranids,Haruspex,model,6249-358f-27d7-ef60,Tyranids.cat,125,1,1,3,1,1,0,2,both
Xenos - Tyranids,Hierophant,model,fbc0-3a2b-1d7d-23d9,Tyranids.cat,810,1,1,4,2,2,0,2,both
Xenos - Tyranids,Hive Crone,model,93aa-dd13-de9d-402b,Tyranids.cat,200,1,1,5,3,3,0,2,both
Xenos - Tyranids,Hive Guard,unit,ac7a-2560-c083-45b8,Tyranids.cat,90,3,6,3,2,2,0,1,both
Xenos - Tyranids,Hive Tyrant,model,3e96-8098-3401-77af,Tyranids.cat,195,1,1,4,2,2,0,2,both
Xenos - Tyranids,Maleceptor,model,2c2d-a2f9-61a8-a6c6,Tyranids.cat,170,1,1,3,1,1,0,2,both
