weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,range_inches,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
169a-7229-ea50-1c4f:melee:sword-of-idaeus,169a-7229-ea50-1c4f,Sword of Idaeus,melee,6,2+,6,-2,2,Sustained Hits 1,,,,,,,,,Imperium - Ultramarines.cat
169a-7229-ea50-1c4f:ranged:invictus,169a-7229-ea50-1c4f,Invictus,ranged,2,2+,4,-1,2,-,24,,,,,,,,Imperium - Ultramarines.cat
f4a3-1616-2f8e-59a3:melee:power-weapon,f4a3-1616-2f8e-59a3,Power weapon,melee,3,3+,5,-2,2,-,,,,,,,,,Imperium - Space Marines.cat
f4a3-1616-2f8e-59a3:ranged:boltgun,f4a3-1616-2f8e-59a3,Boltgun,ranged,2,3+,4,0,1,-,24,,,,,,,,Imperium - Space Marines.cat
f4a3-1616-2f8e-59a3:ranged:bolt-pistol,f4a3-1616-2f8e-59a3,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Imperium - Space Marines.cat
b07a-c1e9-24e5-09ee:ranged:heavy-bolt-pistol,b07a-c1e9-24e5-09ee,Heavy Bolt Pistol,ranged,1,2+,4,-1,1,Pistol,18,,,,,,,,Imperium - Space Marines.cat
b07a-c1e9-24e5-09ee:melee:astartes-chainsword,b07a-c1e9-24e5-09ee,Astartes Chainsword,melee,8,2+,4,-1,1,Anti-Infantry 2+,,,,,,,,,Imperium - Ultramarines.cat
a136-76f7-34d1-8035:ranged:gauntlets-of-ultramar,a136-76f7-34d1-8035,Gauntlets of Ultramar,ranged,4,2+,4,-1,2,"Pistol, Twin-linked",18,,,,,,,,Imperium - Ultramarines.cat
a136-76f7-34d1-8035:melee:gauntlets-of-ultramar,a136-76f7-34d1-8035,Gauntlets of Ultramar,melee,6,2+,8,-3,3,Twin-linked,,,,,,,,,Imperium - Ultramarines.cat
b014-911d-271a-5b8e:melee:➤-talassarian-tempest-blade---strike,b014-911d-271a-5b8e,➤ Talassarian Tempest Blade - Strike,melee,4,2+,6,-3,3,Devastating Wounds,,,,,,,,,Imperium - Ultramarines.cat
b014-911d-271a-5b8e:melee:➤-talassarian-tempest-blade---coup-de-grace,b014-911d-271a-5b8e,➤ Talassarian Tempest Blade - Coup de Grace,melee,6,2+,5,-2,2,Precision,,,,,,,,,Imperium - Ultramarines.cat
b014-911d-271a-5b8e:melee:➤-talassarian-tempest-blade---sweep,b014-911d-271a-5b8e,➤ Talassarian Tempest Blade - Sweep,melee,9,2+,5,-2,1,Sustained Hits 1,,,,,,,,,Imperium - Ultramarines.cat
b014-911d-271a-5b8e:ranged:artisan-plasma-pistol,b014-911d-271a-5b8e,Artisan Plasma Pistol,ranged,1,2+,8,-3,2,Pistol,12,,,,,,,,Imperium - Ultramarines.cat
596f-dbdc-41e7-088a:ranged:bolt-pistol,596f-dbdc-41e7-088a,Bolt pistol,ranged,1,2+,4,0,1,Pistol,12,,,,,,,,Imperium - Space Marines.cat
596f-dbdc-41e7-088a:ranged:master-crafted-bolter,596f-dbdc-41e7-088a,Master-crafted Bolter,ranged,2,2+,4,-1,2,"Assault, Heavy",24,,,,,,,,Imperium - Ultramarines.cat
596f-dbdc-41e7-088a:melee:master-crafted-chainsword,596f-dbdc-41e7-088a,Master-crafted Chainsword,melee,8,2+,5,-1,2,Anti-infantry 2+,,,,,,,,,Imperium - Ultramarines.cat
b793-b77e-9e49-d397:ranged:archeotech-laspistol,b793-b77e-9e49-d397,Archeotech Laspistol,ranged,1,3+,4,-1,1,Pistol,12,,,,,,,,Imperium - Ultramarines.cat
b793-b77e-9e49-d397:melee:close-combat-weapon,b793-b77e-9e49-d397,Close combat weapon,melee,4,2+,4,0,1,-,,,,,,,,,Imperium - Ultramarines.cat
b793-b77e-9e49-d397:melee:force-stave,b793-b77e-9e49-d397,Force Stave,melee,1,2+,5,-2,2,Psychic,,,,,,,,,Imperium - Ultramarines.cat
b793-b77e-9e49-d397:ranged:astropathic-blast,b793-b77e-9e49-d397,Astropathic Blast,ranged,D6,3+,4,-1,1,"Blast, Psychic",12,,,,,,,,Imperium - Ultramarines.cat
b793-b77e-9e49-d397:melee:power-weapon,b793-b77e-9e49-d397,Power Weapon,melee,4,2+,4,-2,1,-,,,,,,,,,Imperium - Ultramarines.cat
b793-b77e-9e49-d397:melee:master-crafted-power-weapon,b793-b77e-9e49-d397,Master-crafted power weapon,melee,5,2+,5,-2,2,-,,,,,,,,,Imperium - Space Marines.cat
b793-b77e-9e49-d397:ranged:heavy-bolt-pistol,b793-b77e-9e49-d397,Heavy Bolt Pistol,ranged,1,3+,4,-1,1,Pistol,18,,,,,,,,Imperium - Space Marines.cat
b793-b77e-9e49-d397:ranged:bolt-rifle,b793-b77e-9e49-d397,Bolt Rifle,ranged,2,3+,4,-1,1,"Assault, Heavy",24,,,,,,,,Imperium - Space Marines.cat
63f3-6aeb-c9ed-abfc:ranged:bolt-pistol,63f3-6aeb-c9ed-abfc,Bolt pistol,ranged,1,2+,4,0,1,Pistol,12,,,,,,,,Imperium - Space Marines.cat
63f3-6aeb-c9ed-abfc:melee:moonfang,63f3-6aeb-c9ed-abfc,Moonfang,melee,6,2+,5,-2,2,"Devastating Wounds, Precision",,,,,,,,,Imperium - White Scars.cat
d72d-b930-9849-924e:ranged:heavy-bolt-pistol,d72d-b930-9849-924e,Heavy Bolt Pistol,ranged,1,2+,4,-1,1,Pistol,18,,,,,,,,Imperium - Space Marines.cat
d72d-b930-9849-924e:melee:power-sword,d72d-b930-9849-924e,Power Sword,melee,8,2+,5,-2,1,-,,,,,,,,,Imperium - White Scars.cat
d72d-b930-9849-924e:melee:stormtooth,d72d-b930-9849-924e,Stormtooth,melee,6,2+,6,-2,2,"Lance, Anti-monster 4+, Anti-vehicle 4+",,,,,,,,,Imperium - White Scars.cat
d72d-b930-9849-924e:ranged:onslaught-gatling-cannon,d72d-b930-9849-924e,Onslaught Gatling Cannon,ranged,8,2+,5,0,1,Devastating Wounds,24,,,,,,,,Imperium - White Scars.cat
2e6e-95a1-60ad-7b1c:ranged:volkanite-disintegrator,2e6e-95a1-60ad-7b1c,Volkanite disintegrator,ranged,3,2+,5,0,1,Devastating Wounds,24,,,,,,,,Leagues of Votann.cat
2e6e-95a1-60ad-7b1c:melee:blade-of-the-ancestors,2e6e-95a1-60ad-7b1c,Blade of the Ancestors,melee,5,2+,6,-3,2,Devastating Wounds,,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:etacarn-plasma-beamer,ba4f-c3f9-6925-af0c,EtaCarn plasma beamer,ranged,1,4+,8,-3,2,Sustained Hits D3,18,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:melee:close-combat-weapon,ba4f-c3f9-6925-af0c,Close combat weapon,melee,1,4+,4,0,1,-,,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:autoch-pattern-bolt-pistol,ba4f-c3f9-6925-af0c,Autoch-pattern bolt pistol,ranged,1,4+,4,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:magna-rail-rifle,ba4f-c3f9-6925-af0c,Magna-rail rifle,ranged,1,5+,12,-3,D3+3,"Devastating Wounds, Heavy",18,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:hylas-auto-rifle,ba4f-c3f9-6925-af0c,HYLas auto rifle,ranged,3,4+,6,-1,1,"Assault, Rapid Fire 3",24,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:hylas-rotary-cannon,ba4f-c3f9-6925-af0c,HYLas rotary cannon,ranged,6,5+,6,-1,1,"Heavy, Sustained Hits 1",24,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:melee:plasma-knife,ba4f-c3f9-6925-af0c,Plasma knife,melee,2,4+,4,-2,1,-,,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:ion-blaster,ba4f-c3f9-6925-af0c,Ion blaster,ranged,1,4+,5,-2,1,-,18,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:autoch-pattern-bolter,ba4f-c3f9-6925-af0c,Autoch-pattern bolter,ranged,2,4+,4,0,1,-,24,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:ranged:theyn's-pistol,ba4f-c3f9-6925-af0c,Theyn's pistol,ranged,1,4+,8,-2,1,Pistol,12,,,,,,,,Leagues of Votann.cat
ba4f-c3f9-6925-af0c:melee:theyn's-melee-weapon,ba4f-c3f9-6925-af0c,Theyn's melee weapon,melee,2,4+,5,-2,2,-,,,,,,,,,Leagues of Votann.cat
1b00-2abb-718f-def6:ranged:volkanite-disintegrator,1b00-2abb-718f-def6,Volkanite disintegrator,ranged,3,2+,5,0,1,Devastating Wounds,24,,,,,,,,Leagues of Votann.cat
1b00-2abb-718f-def6:ranged:autoch-pattern-combi-bolter,1b00-2abb-718f-def6,Autoch-pattern combi-bolter,ranged,4,2+,4,0,1,-,24,,,,,,,,Leagues of Votann.cat
1b00-2abb-718f-def6:melee:forgewrought-plasma-axe,1b00-2abb-718f-def6,Forgewrought plasma axe,melee,4,2+,5,-2,2,-,,,,,,,,,Leagues of Votann.cat
1b00-2abb-718f-def6:melee:mass-gauntlet,1b00-2abb-718f-def6,Mass gauntlet,melee,3,3+,8,-3,3,-,,,,,,,,,Leagues of Votann.cat
2cc6-e2bf-635f-1260:ranged:autoch-pattern-combi-bolter,2cc6-e2bf-635f-1260,Autoch-pattern combi-bolter,ranged,4,2+,4,0,1,-,24,,,,,,,,Leagues of Votann.cat
2cc6-e2bf-635f-1260:melee:darkstar-axe,2cc6-e2bf-635f-1260,Darkstar axe,melee,6,2+,6,-3,2,-,,,,,,,,,Leagues of Votann.cat
2cc6-e2bf-635f-1260:melee:mass-hammer,2cc6-e2bf-635f-1260,Mass hammer,melee,3,3+,12,-3,D6+1,-,,,,,,,,,Leagues of Votann.cat
d3a3-2d20-bd7e-6778:melee:close-combat-weapon,d3a3-2d20-bd7e-6778,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Leagues of Votann.cat
d3a3-2d20-bd7e-6778:ranged:autoch-pattern-bolter,d3a3-2d20-bd7e-6778,Autoch-pattern bolter,ranged,2,4+,4,0,1,-,24,,,,,,,,Leagues of Votann.cat
d3a3-2d20-bd7e-6778:ranged:➤-ancestral-wrath---witchfire,d3a3-2d20-bd7e-6778,➤ Ancestral Wrath - witchfire,ranged,3,3+,6,-2,D3,Psychic,24,,,,,,,,Leagues of Votann.cat
d3a3-2d20-bd7e-6778:ranged:➤-ancestral-wrath---focused-witchfire,d3a3-2d20-bd7e-6778,➤ Ancestral Wrath - focused witchfire,ranged,6,3+,6,-2,D3,"Hazardous, Psychic",24,,,,,,,,Leagues of Votann.cat
d3a3-2d20-bd7e-6778:melee:ancestral-ward-stave,d3a3-2d20-bd7e-6778,Ancestral ward stave,melee,2,3+,7,-1,D3,Psychic,,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:melee:close-combat-weapon,8f33-5601-3707-78f4,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:ranged:las-beam-cutter,8f33-5601-3707-78f4,Las-beam cutter,ranged,1,4+,6,-3,1,-,6,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:melee:manipulator-arms,8f33-5601-3707-78f4,Manipulator arms,melee,3,4+,3,0,1,-,,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:melee:plasma-torch,8f33-5601-3707-78f4,Plasma torch,melee,1,4+,6,-3,2,-,,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:ranged:autoch-pattern-bolt-pistol,8f33-5601-3707-78f4,Autoch-pattern bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:ranged:graviton-rifle,8f33-5601-3707-78f4,Graviton rifle,ranged,3,3+,5,-1,3,"Anti-MONSTER 3+, Anti-VEHICLE 3+",18,,,,,,,,Leagues of Votann.cat
8f33-5601-3707-78f4:melee:graviton-hammer,8f33-5601-3707-78f4,Graviton hammer,melee,3,4+,9,-1,3,"Anti-MONSTER 3+, Anti-VEHICLE 3+",,,,,,,,,Leagues of Votann.cat
09d3-6357-7888-00d9:melee:plasma-blade-gauntlet,09d3-6357-7888-00d9,Plasma blade gauntlet,melee,3,3+,6,-2,1,-,,,,,,,,,Leagues of Votann.cat
09d3-6357-7888-00d9:melee:concussion-gauntlet,09d3-6357-7888-00d9,Concussion gauntlet,melee,2,3+,8,-2,2,-,,,,,,,,,Leagues of Votann.cat
09d3-6357-7888-00d9:ranged:volkanite-disintegrator,09d3-6357-7888-00d9,Volkanite disintegrator,ranged,3,3+,5,0,1,Devastating Wounds,24,,,,,,,,Leagues of Votann.cat
09d3-6357-7888-00d9:ranged:etacarn-plasma-gun,09d3-6357-7888-00d9,EtaCarn plasma gun,ranged,1,3+,7,-3,2,Rapid Fire 1,24,,,,,,,,Leagues of Votann.cat
09d3-6357-7888-00d9:ranged:exo-armour-grenade-launcher,09d3-6357-7888-00d9,Exo-armour grenade launcher,ranged,D3,3+,3,0,1,Blast,24,,,,,,,,Leagues of Votann.cat
09d3-6357-7888-00d9:melee:graviton-hammer,09d3-6357-7888-00d9,Graviton hammer,melee,3,4+,9,-1,3,"Anti-MONSTER 3+, Anti-VEHICLE 3+",,,,,,,,,Leagues of Votann.cat
415a-e6f6-d17f-d700:ranged:mole-grenade-launcher,415a-e6f6-d17f-d700,Mole grenade launcher,ranged,D6,5+,5,-1,1,"Blast, Indirect Fire",18,,,,,,,,Leagues of Votann.cat
415a-e6f6-d17f-d700:melee:twin-concussion-gauntlets,415a-e6f6-d17f-d700,Twin concussion gauntlets,melee,4,4+,9,-2,2,Twin-linked,,,,,,,,,Leagues of Votann.cat
9086-5272-398b-bbce:melee:plasma-knife,9086-5272-398b-bbce,Plasma knife,melee,2,4+,4,-2,1,-,,,,,,,,,Leagues of Votann.cat
9086-5272-398b-bbce:ranged:magna-coil-autocannon,9086-5272-398b-bbce,Magna-coil autocannon,ranged,3,4+,7,-1,2,-,24,,,,,,,,Leagues of Votann.cat
9086-5272-398b-bbce:ranged:bolt-shotgun,9086-5272-398b-bbce,Bolt shotgun,ranged,2,4+,5,0,1,Assault,18,,,,,,,,Leagues of Votann.cat
9086-5272-398b-bbce:ranged:bolt-revolver,9086-5272-398b-bbce,Bolt revolver,ranged,1,4+,5,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
9086-5272-398b-bbce:ranged:ion-beamer,9086-5272-398b-bbce,Ion beamer,ranged,D3+1,4+,8,-2,1,Blast,18,,,,,,,,Leagues of Votann.cat
9086-5272-398b-bbce:ranged:hylas-rotary-cannon,9086-5272-398b-bbce,HYLas rotary cannon,ranged,6,4+,6,-1,1,Sustained Hits 1,24,,,,,,,,Leagues of Votann.cat
9655-8367-7467-9e6e:ranged:twin-bolt-cannon,9655-8367-7467-9e6e,Twin bolt cannon,ranged,3,4+,6,-1,2,"Sustained Hits 2, Twin-linked",36,,,,,,,,Leagues of Votann.cat
9655-8367-7467-9e6e:ranged:matr-autocannon,9655-8367-7467-9e6e,MATR autocannon,ranged,6,4+,7,-1,2,"Assault, Sustained Hits 1",24,,,,,,,,Leagues of Votann.cat
9655-8367-7467-9e6e:ranged:sagitaur-missile-launcher,9655-8367-7467-9e6e,Sagitaur missile launcher,ranged,2,4+,10,-3,3,-,36,,,,,,,,Leagues of Votann.cat
9655-8367-7467-9e6e:ranged:hylas-beam-cannon,9655-8367-7467-9e6e,HYLas beam cannon,ranged,2,4+,12,-3,D6+1,-,24,,,,,,,,Leagues of Votann.cat
9655-8367-7467-9e6e:melee:armoured-wheels,9655-8367-7467-9e6e,Armoured wheels,melee,3,4+,6,0,1,-,,,,,,,,,Leagues of Votann.cat
ea1b-99f6-c398-06b1:ranged:sp-conversion-beamer,ea1b-99f6-c398-06b1,SP conversion beamer,ranged,2,4+,7,-2,3,"Conversion, Lethal Hits",24,,,,,,,,Leagues of Votann.cat
ea1b-99f6-c398-06b1:ranged:graviton-blast-cannon,ea1b-99f6-c398-06b1,Graviton blast cannon,ranged,3,4+,5,-2,3,"Anti-MONSTER 3+, Anti-VEHICLE 3+",24,,,,,,,,Leagues of Votann.cat
ea1b-99f6-c398-06b1:ranged:bolt-cannon,ea1b-99f6-c398-06b1,Bolt cannon,ranged,3,4+,6,-1,2,Sustained Hits 2,36,,,,,,,,Leagues of Votann.cat
ea1b-99f6-c398-06b1:melee:close-combat-weapon,ea1b-99f6-c398-06b1,Close combat weapon,melee,2,4+,4,0,1,-,,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:matr-autocannon,a110-e538-4e85-159b,MATR autocannon,ranged,6,4+,7,-1,2,"Assault, Sustained Hits 1",24,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:hekaton-warhead,a110-e538-4e85-159b,Hekaton warhead,ranged,D6+3,4+,7,-2,2,"Blast, One Shot",36,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:twin-bolt-cannon,a110-e538-4e85-159b,Twin bolt cannon,ranged,3,4+,6,-1,2,"Sustained Hits 2, Twin-linked",36,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:twin-ion-beamer,a110-e538-4e85-159b,Twin ion beamer,ranged,D3+1,4+,8,-2,1,"Blast, Twin-linked",18,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:cyclic-ion-cannon,a110-e538-4e85-159b,Cyclic ion cannon,ranged,D6+2,4+,7,-2,2,Blast,24,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:heavy-magna-rail-cannon,a110-e538-4e85-159b,Heavy magna-rail cannon,ranged,2,4+,18,-4,D6+4,"Devastating Wounds, Heavy",30,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:ranged:sp-heavy-conversion-beamer,a110-e538-4e85-159b,SP heavy conversion beamer,ranged,4,4+,10,-2,4,"Conversion, Lethal Hits",24,,,,,,,,Leagues of Votann.cat
a110-e538-4e85-159b:melee:armoured-wheels,a110-e538-4e85-159b,Armoured wheels,melee,6,4+,8,0,1,-,,,,,,,,,Leagues of Votann.cat
5b0b-c18d-1470-44bb:melee:close-combat-weapon,5b0b-c18d-1470-44bb,Close combat weapon,melee,1,4+,4,0,1,-,,,,,,,,,Leagues of Votann.cat
5b0b-c18d-1470-44bb:ranged:bolt-shotgun,5b0b-c18d-1470-44bb,Bolt shotgun,ranged,2,4+,5,0,1,Assault,18,,,,,,,,Leagues of Votann.cat
5b0b-c18d-1470-44bb:melee:plasma-knife,5b0b-c18d-1470-44bb,Plasma knife,melee,2,4+,4,-2,1,-,,,,,,,,,Leagues of Votann.cat
5b0b-c18d-1470-44bb:ranged:bolt-revolver,5b0b-c18d-1470-44bb,Bolt revolver,ranged,1,4+,5,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
5b0b-c18d-1470-44bb:ranged:magna-coil-rifle,5b0b-c18d-1470-44bb,Magna-coil rifle,ranged,1,4+,5,-2,2,"Ignores Cover, Precision",24,,,,,,,,Leagues of Votann.cat
5b0b-c18d-1470-44bb:ranged:apm-launcher,5b0b-c18d-1470-44bb,APM launcher,ranged,1,4+,6,-2,D6,"Anti-MONSTER 3+, Anti-VEHICLE 3+",24,,,,,,,,Leagues of Votann.cat
b7e1-55fd-9aae-b690:melee:➤-bane---strike,b7e1-55fd-9aae-b690,➤ Bane - strike,melee,5,2+,12,-3,3,Precision,,,,,,,,,Leagues of Votann.cat
b7e1-55fd-9aae-b690:melee:➤-bane---sweep,b7e1-55fd-9aae-b690,➤ Bane - sweep,melee,10,2+,6,-2,1,-,,,,,,,,,Leagues of Votann.cat
b7e1-55fd-9aae-b690:ranged:autoch-pattern-bolt-pistol,b7e1-55fd-9aae-b690,Autoch-pattern bolt pistol,ranged,1,2+,4,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
7932-6aac-cd01-3181:melee:close-combat-weapon,7932-6aac-cd01-3181,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Leagues of Votann.cat
7932-6aac-cd01-3181:ranged:autoch-pattern-bolt-pistol,7932-6aac-cd01-3181,Autoch-pattern bolt pistol,ranged,1,4+,4,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
e5c2-d1a0-b54d-65df:melee:close-combat-weapon,e5c2-d1a0-b54d-65df,Close combat weapon,melee,1,4+,3,0,1,-,,,,,,,,,Leagues of Votann.cat
e5c2-d1a0-b54d-65df:ranged:➤-transmatter-inverter---half-charge,e5c2-d1a0-b54d-65df,➤ Transmatter inverter - half charge,ranged,3,2+,8,-1,1,Rapid Fire 1,12,,,,,,,,Leagues of Votann.cat
e5c2-d1a0-b54d-65df:ranged:➤-transmatter-inverter---full-charge,e5c2-d1a0-b54d-65df,➤ Transmatter inverter - full charge,ranged,3,2+,8,-2,2,"Hazardous, Rapid Fire 2",18,,,,,,,,Leagues of Votann.cat
e5c2-d1a0-b54d-65df:ranged:➤-transmatter-inverter---overcharge,e5c2-d1a0-b54d-65df,➤ Transmatter inverter - overcharge,ranged,3,2+,8,-3,3,"Hazardous, Overcharge, Rapid Fire 3",24,,,,,,,,Leagues of Votann.cat
f788-ecf2-9b2e-bc23:ranged:twin-magna-coil-autocannon,f788-ecf2-9b2e-bc23,Twin magna-coil autocannon,ranged,3,4+,7,-1,2,Twin-linked,24,,,,,,,,Leagues of Votann.cat
f788-ecf2-9b2e-bc23:ranged:hylas-rotary-cannon,f788-ecf2-9b2e-bc23,HYLas rotary cannon,ranged,6,4+,6,-1,2,Sustained Hits 1,24,,,,,,,,Leagues of Votann.cat
f788-ecf2-9b2e-bc23:ranged:magna-rail-cannon,f788-ecf2-9b2e-bc23,Magna-rail cannon ,ranged,1,4+,14,-4,D3+3,"Devastating Wounds, Heavy",24,,,,,,,,Leagues of Votann.cat
f788-ecf2-9b2e-bc23:melee:armoured-hull,f788-ecf2-9b2e-bc23,Armoured hull,melee,3,4+,6,0,1,-,,,,,,,,,Leagues of Votann.cat
5310-ecc3-fcf4-f337:ranged:twin-magna-coil-autocannon,5310-ecc3-fcf4-f337,Twin magna-coil autocannon,ranged,3,4+,7,-1,2,Twin-linked,24,,,,,,,,Leagues of Votann.cat
5310-ecc3-fcf4-f337:ranged:hylas-rotary-cannon,5310-ecc3-fcf4-f337,HYLas rotary cannon,ranged,6,4+,6,-1,2,Sustained Hits 1,24,,,,,,,,Leagues of Votann.cat
5310-ecc3-fcf4-f337:ranged:magna-rail-cannon,5310-ecc3-fcf4-f337,Magna-rail cannon ,ranged,1,4+,14,-4,D3+3,"Devastating Wounds, Heavy",24,,,,,,,,Leagues of Votann.cat
5310-ecc3-fcf4-f337:melee:armoured-hull,5310-ecc3-fcf4-f337,Armoured hull,melee,3,4+,6,0,1,-,,,,,,,,,Leagues of Votann.cat
cfbc-9eeb-badb-b28c:ranged:twin-magna-coil-autocannon,cfbc-9eeb-badb-b28c,Twin magna-coil autocannon,ranged,3,4+,7,-1,2,Twin-linked,24,,,,,,,,Leagues of Votann.cat
cfbc-9eeb-badb-b28c:melee:armoured-hull,cfbc-9eeb-badb-b28c,Armoured hull,melee,3,4+,6,0,1,-,,,,,,,,,Leagues of Votann.cat
cfbc-9eeb-badb-b28c:ranged:magna-coil-autocannon,cfbc-9eeb-badb-b28c,Magna-coil autocannon,ranged,3,4+,7,-1,2,-,24,,,,,,,,Leagues of Votann.cat
1e3f-209d-798f-3a42:melee:plasma-knife,1e3f-209d-798f-3a42,Plasma knife,melee,2,3+,6,-2,1,-,,,,,,,,,Leagues of Votann.cat
1e3f-209d-798f-3a42:ranged:heavy-volkanite-disintegrator,1e3f-209d-798f-3a42,Heavy volkanite disintegrator,ranged,6,4+,6,-1,1,Devastating Wounds,24,,,,,,,,Leagues of Votann.cat
1e3f-209d-798f-3a42:melee:plasma-sword,1e3f-209d-798f-3a42,Plasma sword,melee,6,3+,6,-2,1,Sustained Hits 1,,,,,,,,,Leagues of Votann.cat
1e3f-209d-798f-3a42:ranged:autoch-pattern-bolter,1e3f-209d-798f-3a42,Autoch-pattern bolter,ranged,2,4+,4,0,1,Pistol,24,,,,,,,,Leagues of Votann.cat
2add-0a08-fbef-8f5e:melee:plasma-sword,2add-0a08-fbef-8f5e,Plasma sword,melee,6,3+,6,-2,1,Sustained Hits 1,,,,,,,,,Leagues of Votann.cat
2add-0a08-fbef-8f5e:ranged:autoch-pattern-bolter,2add-0a08-fbef-8f5e,Autoch-pattern bolter,ranged,2,4+,4,0,1,Pistol,24,,,,,,,,Leagues of Votann.cat
2add-0a08-fbef-8f5e:melee:concussion-gauntlet,2add-0a08-fbef-8f5e,Concussion gauntlet,melee,3,4+,10,-2,2,Lethal Hits,,,,,,,,,Leagues of Votann.cat
595a-cfac-3b40-710d:ranged:tremor-shells,595a-cfac-3b40-710d,Tremor shells,ranged,D6+4,5+,6,-1,1,"Blast, Heavy, Indirect Fire",36,,,,,,,,Leagues of Votann.cat
595a-cfac-3b40-710d:ranged:breacher-ordnance,595a-cfac-3b40-710d,Breacher ordnance,ranged,D6+1,5+,10,-1,2,"Blast, Heavy, Indirect Fire",24,,,,,,,,Leagues of Votann.cat
595a-cfac-3b40-710d:ranged:autoch-pattern-bolt-pistol,595a-cfac-3b40-710d,Autoch-pattern bolt pistol,ranged,1,4+,4,0,1,Pistol,12,,,,,,,,Leagues of Votann.cat
595a-cfac-3b40-710d:melee:plasma-picks,595a-cfac-3b40-710d,Plasma picks,melee,4,3+,5,-2,1,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:theyn's-melee-weapon,0039-5b91-2e96-0e08,Theyn's melee weapon,melee,3,3+,5,-2,1,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:plasma-sword,0039-5b91-2e96-0e08,Plasma sword,melee,6,3+,6,-2,1,Sustained Hits 1,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:plasma-knife,0039-5b91-2e96-0e08,Plasma knife,melee,3,2+,4,-2,1,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:plasma-blade-gauntlet,0039-5b91-2e96-0e08,Plasma blade gauntlet,melee,3,2+,6,-2,1,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:mass-hammer,0039-5b91-2e96-0e08,Mass hammer,melee,3,3+,12,-3,D6+1,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:mass-gauntlet,0039-5b91-2e96-0e08,Mass gauntlet,melee,3,3+,8,-3,3,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:heavy-plasma-axe,0039-5b91-2e96-0e08,Heavy plasma axe,melee,3,3+,7,-2,3,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:graviton-hammer,0039-5b91-2e96-0e08,Graviton hammer,melee,3,3+,9,-1,3,"Anti-Monster 3+, Anti-Vehicle 3+",,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:forgewrought-plasma-axe,0039-5b91-2e96-0e08,Forgewrought plasma axe,melee,4,2+,6,-3,2,-,,,,,,,,,Leagues of Votann.cat
0039-5b91-2e96-0e08:melee:darkstar-axe,0039-5b91-2e96-0e08,Darkstar axe,melee,6,2+,6,-3,2,-,,,,,,,,,Leagues of Votann.cat
